Id,Pred,Team1,Team2,Season
2016_1114_1195,0.872449329587,Ark Little Rock,FL Gulf Coast,2016
2016_1114_1201,0.684574191059,Ark Little Rock,Fresno St,2016
2016_1114_1211,0.405437500461,Ark Little Rock,Gonzaga,2016
2016_1114_1214,0.907813592583,Ark Little Rock,Hampton,2016
2016_1114_1218,0.592020029449,Ark Little Rock,Hawaii,2016
2016_1114_1221,0.948143606428,Ark Little Rock,Holy Cross,2016
2016_1114_1231,0.274920779829,Ark Little Rock,Indiana,2016
2016_1114_1233,0.708492321493,Ark Little Rock,Iona,2016
2016_1114_1234,0.334602063162,Ark Little Rock,Iowa,2016
2016_1114_1235,0.366590677617,Ark Little Rock,Iowa St,2016
2016_1114_1242,0.170397846865,Ark Little Rock,Kansas,2016
2016_1114_1246,0.251274464562,Ark Little Rock,Kentucky,2016
2016_1114_1268,0.418680184437,Ark Little Rock,Maryland,2016
2016_1114_1274,0.29517063198,Ark Little Rock,Miami FL,2016
2016_1114_1276,0.470906866713,Ark Little Rock,Michigan,2016
2016_1114_1277,0.19314103886,Ark Little Rock,Michigan St,2016
2016_1114_1292,0.765036527897,Ark Little Rock,MTSU,2016
2016_1114_1314,0.18293083078,Ark Little Rock,North Carolina,2016
2016_1114_1320,0.694790384586,Ark Little Rock,Northern Iowa,2016
2016_1114_1323,0.477750420644,Ark Little Rock,Notre Dame,2016
2016_1114_1328,0.261235820427,Ark Little Rock,Oklahoma,2016
2016_1114_1332,0.279913101603,Ark Little Rock,Oregon,2016
2016_1114_1333,0.5483476531,Ark Little Rock,Oregon St,2016
2016_1114_1338,0.395080269225,Ark Little Rock,Pittsburgh,2016
2016_1114_1344,0.559260202551,Ark Little Rock,Providence,2016
2016_1114_1345,0.279524420667,Ark Little Rock,Purdue,2016
2016_1114_1355,0.668731057265,Ark Little Rock,S Dakota St,2016
2016_1114_1371,0.44489947469,Ark Little Rock,Seton Hall,2016
2016_1114_1372,0.477389773793,Ark Little Rock,SF Austin,2016
2016_1114_1380,0.891333278187,Ark Little Rock,Southern Univ,2016
2016_1114_1386,0.520838764928,Ark Little Rock,St Joseph's PA,2016
2016_1114_1392,0.672513094249,Ark Little Rock,Stony Brook,2016
2016_1114_1393,0.482734806838,Ark Little Rock,Syracuse,2016
2016_1114_1396,0.664802767677,Ark Little Rock,Temple,2016
2016_1114_1400,0.393610695284,Ark Little Rock,Texas,2016
2016_1114_1401,0.268574684822,Ark Little Rock,Texas A&M,2016
2016_1114_1403,0.518157689772,Ark Little Rock,Texas Tech,2016
2016_1114_1409,0.588096870869,Ark Little Rock,Tulsa,2016
2016_1114_1421,0.742277946074,Ark Little Rock,UNC Asheville,2016
2016_1114_1423,0.588042455004,Ark Little Rock,UNC Wilmington,2016
2016_1114_1425,0.493544745533,Ark Little Rock,USC,2016
2016_1114_1428,0.451248048395,Ark Little Rock,Utah,2016
2016_1114_1433,0.397407822242,Ark Little Rock,VA Commonwealth,2016
2016_1114_1435,0.388330129099,Ark Little Rock,Vanderbilt,2016
2016_1114_1437,0.252701941455,Ark Little Rock,Villanova,2016
2016_1114_1438,0.21723787829,Ark Little Rock,Virginia,2016
2016_1114_1451,0.852547093355,Ark Little Rock,Weber St,2016
2016_1114_1452,0.119044860904,Ark Little Rock,West Virginia,2016
2016_1114_1453,0.717765280421,Ark Little Rock,WI Green Bay,2016
2016_1114_1455,0.303486662622,Ark Little Rock,Wichita St,2016
2016_1114_1458,0.457305971165,Ark Little Rock,Wisconsin,2016
2016_1114_1462,0.294931978515,Ark Little Rock,Xavier,2016
2016_1114_1463,0.534884220253,Ark Little Rock,Yale,2016
2016_1122_1124,0.0740371982081,Austin Peay,Baylor,2016
2016_1122_1138,0.382402874088,Austin Peay,Buffalo,2016
2016_1122_1139,0.093236468845,Austin Peay,Butler,2016
2016_1122_1143,0.120304852169,Austin Peay,California,2016
2016_1122_1151,0.255208405846,Austin Peay,Chattanooga,2016
2016_1122_1153,0.0865413668971,Austin Peay,Cincinnati,2016
2016_1122_1160,0.180532541799,Austin Peay,Colorado,2016
2016_1122_1163,0.121992384781,Austin Peay,Connecticut,2016
2016_1122_1167,0.332969674256,Austin Peay,CS Bakersfield,2016
2016_1122_1173,0.159568486739,Austin Peay,Dayton,2016
2016_1122_1181,0.0642202474482,Austin Peay,Duke,2016
2016_1122_1192,0.748463813243,Austin Peay,F Dickinson,2016
2016_1122_1195,0.558056154732,Austin Peay,FL Gulf Coast,2016
2016_1122_1201,0.28649277324,Austin Peay,Fresno St,2016
2016_1122_1211,0.111495112053,Austin Peay,Gonzaga,2016
2016_1122_1214,0.644896861185,Austin Peay,Hampton,2016
2016_1122_1218,0.211646095411,Austin Peay,Hawaii,2016
2016_1122_1221,0.770780428649,Austin Peay,Holy Cross,2016
2016_1122_1231,0.0655347321052,Austin Peay,Indiana,2016
2016_1122_1233,0.310265214504,Austin Peay,Iona,2016
2016_1122_1234,0.0852745991082,Austin Peay,Iowa,2016
2016_1122_1235,0.0964931641805,Austin Peay,Iowa St,2016
2016_1122_1242,0.0365522705383,Austin Peay,Kansas,2016
2016_1122_1246,0.0583810673836,Austin Peay,Kentucky,2016
2016_1122_1268,0.117259466212,Austin Peay,Maryland,2016
2016_1122_1274,0.0716823722147,Austin Peay,Miami FL,2016
2016_1122_1276,0.140462140046,Austin Peay,Michigan,2016
2016_1122_1277,0.042174166551,Austin Peay,Michigan St,2016
2016_1122_1292,0.37507566815,Austin Peay,MTSU,2016
2016_1122_1314,0.0398499390931,Austin Peay,North Carolina,2016
2016_1122_1320,0.294540730641,Austin Peay,Northern Iowa,2016
2016_1122_1323,0.144351268588,Austin Peay,Notre Dame,2016
2016_1122_1328,0.0614025788266,Austin Peay,Oklahoma,2016
2016_1122_1332,0.0671145165282,Austin Peay,Oregon,2016
2016_1122_1333,0.183385300946,Austin Peay,Oregon St,2016
2016_1122_1338,0.10730763507,Austin Peay,Pittsburgh,2016
2016_1122_1344,0.189985540468,Austin Peay,Providence,2016
2016_1122_1345,0.0665752297177,Austin Peay,Purdue,2016
2016_1122_1355,0.270871073321,Austin Peay,S Dakota St,2016
2016_1122_1371,0.12933698819,Austin Peay,Seton Hall,2016
2016_1122_1372,0.144634182637,Austin Peay,SF Austin,2016
2016_1122_1380,0.602763065576,Austin Peay,Southern Univ,2016
2016_1122_1386,0.166786499161,Austin Peay,St Joseph's PA,2016
2016_1122_1392,0.274709959791,Austin Peay,Stony Brook,2016
2016_1122_1393,0.147672964052,Austin Peay,Syracuse,2016
2016_1122_1396,0.267444007906,Austin Peay,Temple,2016
2016_1122_1400,0.106675587163,Austin Peay,Texas,2016
2016_1122_1401,0.063636881768,Austin Peay,Texas A&M,2016
2016_1122_1403,0.165635200057,Austin Peay,Texas Tech,2016
2016_1122_1409,0.208512812905,Austin Peay,Tulsa,2016
2016_1122_1421,0.348522427317,Austin Peay,UNC Asheville,2016
2016_1122_1423,0.208929355479,Austin Peay,UNC Wilmington,2016
2016_1122_1425,0.152701613334,Austin Peay,USC,2016
2016_1122_1428,0.131495937759,Austin Peay,Utah,2016
2016_1122_1433,0.109027495349,Austin Peay,VA Commonwealth,2016
2016_1122_1435,0.104551055303,Austin Peay,Vanderbilt,2016
2016_1122_1437,0.0587380221089,Austin Peay,Villanova,2016
2016_1122_1438,0.048480186494,Austin Peay,Virginia,2016
2016_1122_1451,0.514855146178,Austin Peay,Weber St,2016
2016_1122_1452,0.0245440758428,Austin Peay,West Virginia,2016
2016_1122_1453,0.321180148504,Austin Peay,WI Green Bay,2016
2016_1122_1455,0.0744597935433,Austin Peay,Wichita St,2016
2016_1122_1458,0.134454520374,Austin Peay,Wisconsin,2016
2016_1122_1462,0.0718597227718,Austin Peay,Xavier,2016
2016_1122_1463,0.174866335187,Austin Peay,Yale,2016
2016_1124_1138,0.899732581684,Baylor,Buffalo,2016
2016_1124_1139,0.598152411254,Baylor,Butler,2016
2016_1124_1143,0.665002317438,Baylor,California,2016
2016_1124_1151,0.832266644886,Baylor,Chattanooga,2016
2016_1124_1153,0.578115392382,Baylor,Cincinnati,2016
2016_1124_1160,0.761422827665,Baylor,Colorado,2016
2016_1124_1163,0.66889975151,Baylor,Connecticut,2016
2016_1124_1167,0.87866205176,Baylor,CS Bakersfield,2016
2016_1124_1173,0.733537604163,Baylor,Dayton,2016
2016_1124_1181,0.498739743421,Baylor,Duke,2016
2016_1124_1192,0.977435280684,Baylor,F Dickinson,2016
2016_1124_1195,0.948382233326,Baylor,FL Gulf Coast,2016
2016_1124_1201,0.853409946253,Baylor,Fresno St,2016
2016_1124_1211,0.645721452491,Baylor,Gonzaga,2016
2016_1124_1214,0.963374571945,Baylor,Hampton,2016
2016_1124_1218,0.795747569356,Baylor,Hawaii,2016
2016_1124_1221,0.979983473641,Baylor,Holy Cross,2016
2016_1124_1231,0.504005774533,Baylor,Indiana,2016
2016_1124_1233,0.867390442652,Baylor,Iona,2016
2016_1124_1234,0.575129991911,Baylor,Iowa,2016
2016_1124_1235,0.608256299642,Baylor,Iowa St,2016
2016_1124_1242,0.354777364876,Baylor,Kansas,2016
2016_1124_1246,0.473467021023,Baylor,Kentucky,2016
2016_1124_1268,0.659092907802,Baylor,Maryland,2016
2016_1124_1274,0.528272626314,Baylor,Miami FL,2016
2016_1124_1276,0.703535326728,Baylor,Michigan,2016
2016_1124_1277,0.389622787365,Baylor,Michigan St,2016
2016_1124_1292,0.896979295137,Baylor,MTSU,2016
2016_1124_1314,0.375173250109,Baylor,North Carolina,2016
2016_1124_1320,0.858955262037,Baylor,Northern Iowa,2016
2016_1124_1323,0.710129551562,Baylor,Notre Dame,2016
2016_1124_1328,0.487061215907,Baylor,Oklahoma,2016
2016_1124_1332,0.510038848106,Baylor,Oregon,2016
2016_1124_1333,0.765073383756,Baylor,Oregon St,2016
2016_1124_1338,0.634859248485,Baylor,Pittsburgh,2016
2016_1124_1344,0.77299445328,Baylor,Providence,2016
2016_1124_1345,0.508488268206,Baylor,Purdue,2016
2016_1124_1355,0.843642741538,Baylor,S Dakota St,2016
2016_1124_1371,0.682900410982,Baylor,Seton Hall,2016
2016_1124_1372,0.710016265834,Baylor,SF Austin,2016
2016_1124_1380,0.956599596213,Baylor,Southern Univ,2016
2016_1124_1386,0.743890034029,Baylor,St Joseph's PA,2016
2016_1124_1392,0.846050588839,Baylor,Stony Brook,2016
2016_1124_1393,0.715484300191,Baylor,Syracuse,2016
2016_1124_1396,0.841222011524,Baylor,Temple,2016
2016_1124_1400,0.633725272596,Baylor,Texas,2016
2016_1124_1401,0.495971599066,Baylor,Texas A&M,2016
2016_1124_1403,0.742491429412,Baylor,Texas Tech,2016
2016_1124_1409,0.792714114539,Baylor,Tulsa,2016
2016_1124_1421,0.885801164967,Baylor,UNC Asheville,2016
2016_1124_1423,0.792614129475,Baylor,UNC Wilmington,2016
2016_1124_1425,0.723634992959,Baylor,USC,2016
2016_1124_1428,0.687676212642,Baylor,Utah,2016
2016_1124_1433,0.638884074487,Baylor,VA Commonwealth,2016
2016_1124_1435,0.629648936604,Baylor,Vanderbilt,2016
2016_1124_1437,0.475476918179,Baylor,Villanova,2016
2016_1124_1438,0.424525737117,Baylor,Virginia,2016
2016_1124_1451,0.939300216764,Baylor,Weber St,2016
2016_1124_1452,0.265561619636,Baylor,West Virginia,2016
2016_1124_1453,0.872616695577,Baylor,WI Green Bay,2016
2016_1124_1455,0.537757548559,Baylor,Wichita St,2016
2016_1124_1458,0.692282936511,Baylor,Wisconsin,2016
2016_1124_1462,0.528370101142,Baylor,Xavier,2016
2016_1124_1463,0.754216487363,Baylor,Yale,2016
2016_1138_1139,0.199173653815,Buffalo,Butler,2016
2016_1138_1143,0.249012765303,Buffalo,California,2016
2016_1138_1151,0.453034662722,Buffalo,Chattanooga,2016
2016_1138_1153,0.186448592476,Buffalo,Cincinnati,2016
2016_1138_1160,0.347965985454,Buffalo,Colorado,2016
2016_1138_1163,0.251807215476,Buffalo,Connecticut,2016
2016_1138_1167,0.547199448766,Buffalo,CS Bakersfield,2016
2016_1138_1173,0.314700914739,Buffalo,Dayton,2016
2016_1138_1181,0.142504213302,Buffalo,Duke,2016
2016_1138_1192,0.878182779549,Buffalo,F Dickinson,2016
2016_1138_1195,0.753708200879,Buffalo,FL Gulf Coast,2016
2016_1138_1201,0.492678943337,Buffalo,Fresno St,2016
2016_1138_1211,0.233161665341,Buffalo,Gonzaga,2016
2016_1138_1214,0.814803745225,Buffalo,Hampton,2016
2016_1138_1218,0.393626560791,Buffalo,Hawaii,2016
2016_1138_1221,0.890608664339,Buffalo,Holy Cross,2016
2016_1138_1231,0.145055435902,Buffalo,Indiana,2016
2016_1138_1233,0.521318876357,Buffalo,Iona,2016
2016_1138_1234,0.18422708771,Buffalo,Iowa,2016
2016_1138_1235,0.20546178901,Buffalo,Iowa St,2016
2016_1138_1242,0.0840547633974,Buffalo,Kansas,2016
2016_1138_1246,0.13059705613,Buffalo,Kentucky,2016
2016_1138_1268,0.243492372032,Buffalo,Maryland,2016
2016_1138_1274,0.157444601146,Buffalo,Miami FL,2016
2016_1138_1276,0.283290545857,Buffalo,Michigan,2016
2016_1138_1277,0.0964069093985,Buffalo,Michigan St,2016
2016_1138_1292,0.592199473976,Buffalo,MTSU,2016
2016_1138_1314,0.0912892268638,Buffalo,North Carolina,2016
2016_1138_1320,0.502635048829,Buffalo,Northern Iowa,2016
2016_1138_1323,0.290137125302,Buffalo,Notre Dame,2016
2016_1138_1328,0.136717274762,Buffalo,Oklahoma,2016
2016_1138_1332,0.148151353309,Buffalo,Oregon,2016
2016_1138_1333,0.35199650547,Buffalo,Oregon St,2016
2016_1138_1338,0.225395603777,Buffalo,Pittsburgh,2016
2016_1138_1344,0.362338071089,Buffalo,Providence,2016
2016_1138_1345,0.147363032679,Buffalo,Purdue,2016
2016_1138_1355,0.473838564882,Buffalo,S Dakota St,2016
2016_1138_1371,0.264547692012,Buffalo,Seton Hall,2016
2016_1138_1372,0.290081390954,Buffalo,SF Austin,2016
2016_1138_1380,0.785980916996,Buffalo,Southern Univ,2016
2016_1138_1386,0.326451298626,Buffalo,St Joseph's PA,2016
2016_1138_1392,0.478499314588,Buffalo,Stony Brook,2016
2016_1138_1393,0.295453125234,Buffalo,Syracuse,2016
2016_1138_1396,0.469312924923,Buffalo,Temple,2016
2016_1138_1400,0.22421343247,Buffalo,Texas,2016
2016_1138_1401,0.141186851421,Buffalo,Texas A&M,2016
2016_1138_1403,0.324689353447,Buffalo,Texas Tech,2016
2016_1138_1409,0.38931482141,Buffalo,Tulsa,2016
2016_1138_1421,0.563976361223,Buffalo,UNC Asheville,2016
2016_1138_1423,0.389828604955,Buffalo,UNC Wilmington,2016
2016_1138_1425,0.304032190321,Buffalo,USC,2016
2016_1138_1428,0.268338390669,Buffalo,Utah,2016
2016_1138_1433,0.228198825937,Buffalo,VA Commonwealth,2016
2016_1138_1435,0.220664141595,Buffalo,Vanderbilt,2016
2016_1138_1437,0.131208535074,Buffalo,Villanova,2016
2016_1138_1438,0.109639738655,Buffalo,Virginia,2016
2016_1138_1451,0.720212499184,Buffalo,Weber St,2016
2016_1138_1452,0.0571980215248,Buffalo,West Virginia,2016
2016_1138_1453,0.533520072907,Buffalo,WI Green Bay,2016
2016_1138_1455,0.162792867819,Buffalo,Wichita St,2016
2016_1138_1458,0.273166101395,Buffalo,Wisconsin,2016
2016_1138_1462,0.157757315811,Buffalo,Xavier,2016
2016_1138_1463,0.339165208344,Buffalo,Yale,2016
2016_1139_1143,0.597841192378,Butler,California,2016
2016_1139_1151,0.787383148271,Butler,Chattanooga,2016
2016_1139_1153,0.505907172681,Butler,Cincinnati,2016
2016_1139_1160,0.704635296216,Butler,Colorado,2016
2016_1139_1163,0.601475893888,Butler,Connecticut,2016
2016_1139_1167,0.843724561437,Butler,CS Bakersfield,2016
2016_1139_1173,0.673139827993,Butler,Dayton,2016
2016_1139_1181,0.426549445041,Butler,Duke,2016
2016_1139_1192,0.969906588544,Butler,F Dickinson,2016
2016_1139_1195,0.931944296411,Butler,FL Gulf Coast,2016
2016_1139_1201,0.812962684347,Butler,Fresno St,2016
2016_1139_1211,0.576689488162,Butler,Gonzaga,2016
2016_1139_1214,0.951638873128,Butler,Hampton,2016
2016_1139_1218,0.743823720815,Butler,Hawaii,2016
2016_1139_1221,0.973362801368,Butler,Holy Cross,2016
2016_1139_1231,0.431248395922,Butler,Indiana,2016
2016_1139_1233,0.829662467514,Butler,Iona,2016
2016_1139_1234,0.502131159084,Butler,Iowa,2016
2016_1139_1235,0.536848036976,Butler,Iowa St,2016
2016_1139_1242,0.291104590639,Butler,Kansas,2016
2016_1139_1246,0.402076633819,Butler,Kentucky,2016
2016_1139_1268,0.590344017514,Butler,Maryland,2016
2016_1139_1274,0.455724428743,Butler,Miami FL,2016
2016_1139_1276,0.639839156297,Butler,Michigan,2016
2016_1139_1277,0.32343044406,Butler,Michigan St,2016
2016_1139_1292,0.866754537269,Butler,MTSU,2016
2016_1139_1314,0.309454111217,Butler,North Carolina,2016
2016_1139_1320,0.819778029722,Butler,Northern Iowa,2016
2016_1139_1323,0.646692380444,Butler,Notre Dame,2016
2016_1139_1328,0.414461506357,Butler,Oklahoma,2016
2016_1139_1332,0.437593039314,Butler,Oregon,2016
2016_1139_1333,0.70846562226,Butler,Oregon St,2016
2016_1139_1338,0.565762777049,Butler,Pittsburgh,2016
2016_1139_1344,0.717557430713,Butler,Providence,2016
2016_1139_1345,0.436375630607,Butler,Purdue,2016
2016_1139_1355,0.801400255335,Butler,S Dakota St,2016
2016_1139_1371,0.616072064042,Butler,Seton Hall,2016
2016_1139_1372,0.646343762784,Butler,SF Austin,2016
2016_1139_1380,0.942647948941,Butler,Southern Univ,2016
2016_1139_1386,0.684898792613,Butler,St Joseph's PA,2016
2016_1139_1392,0.804174209227,Butler,Stony Brook,2016
2016_1139_1393,0.651692630485,Butler,Syracuse,2016
2016_1139_1396,0.798633456296,Butler,Temple,2016
2016_1139_1400,0.564650167798,Butler,Texas,2016
2016_1139_1401,0.423718522032,Butler,Texas A&M,2016
2016_1139_1403,0.682786952939,Butler,Texas Tech,2016
2016_1139_1409,0.740637460101,Butler,Tulsa,2016
2016_1139_1421,0.852282489718,Butler,UNC Asheville,2016
2016_1139_1423,0.740639995357,Butler,UNC Wilmington,2016
2016_1139_1425,0.661376851513,Butler,USC,2016
2016_1139_1428,0.621725669397,Butler,Utah,2016
2016_1139_1433,0.568899129377,Butler,VA Commonwealth,2016
2016_1139_1435,0.559533684213,Butler,Vanderbilt,2016
2016_1139_1437,0.40349335533,Butler,Villanova,2016
2016_1139_1438,0.356012227638,Butler,Virginia,2016
2016_1139_1451,0.920363238285,Butler,Weber St,2016
2016_1139_1452,0.212547877835,Butler,West Virginia,2016
2016_1139_1453,0.836048119903,Butler,WI Green Bay,2016
2016_1139_1455,0.465346239789,Butler,Wichita St,2016
2016_1139_1458,0.627386067295,Butler,Wisconsin,2016
2016_1139_1462,0.455474115766,Butler,Xavier,2016
2016_1139_1463,0.696482755555,Butler,Yale,2016
2016_1143_1151,0.731539176318,California,Chattanooga,2016
2016_1143_1153,0.430109195299,California,Cincinnati,2016
2016_1143_1160,0.636375740857,California,Colorado,2016
2016_1143_1163,0.525935781857,California,Connecticut,2016
2016_1143_1167,0.798864601545,California,CS Bakersfield,2016
2016_1143_1173,0.602556201553,California,Dayton,2016
2016_1143_1181,0.354109985533,California,Duke,2016
2016_1143_1192,0.959491663723,California,F Dickinson,2016
2016_1143_1195,0.90954142017,California,FL Gulf Coast,2016
2016_1143_1201,0.762086069877,California,Fresno St,2016
2016_1143_1211,0.500127696797,California,Gonzaga,2016
2016_1143_1214,0.935376548772,California,Hampton,2016
2016_1143_1218,0.680951993286,California,Hawaii,2016
2016_1143_1221,0.964051191284,California,Holy Cross,2016
2016_1143_1231,0.357941218452,California,Indiana,2016
2016_1143_1233,0.781690751328,California,Iona,2016
2016_1143_1234,0.426092401669,California,Iowa,2016
2016_1143_1235,0.460394357377,California,Iowa St,2016
2016_1143_1242,0.23199062063,California,Kansas,2016
2016_1143_1246,0.331558599812,California,Kentucky,2016
2016_1143_1268,0.513975044453,California,Maryland,2016
2016_1143_1274,0.381299707952,California,Miami FL,2016
2016_1143_1276,0.566420731048,California,Michigan,2016
2016_1143_1277,0.260128908304,California,Michigan St,2016
2016_1143_1292,0.827010731969,California,MTSU,2016
2016_1143_1314,0.248061561595,California,North Carolina,2016
2016_1143_1320,0.769532809106,California,Northern Iowa,2016
2016_1143_1323,0.573835267732,California,Notre Dame,2016
2016_1143_1328,0.342217975681,California,Oklahoma,2016
2016_1143_1332,0.364644560667,California,Oregon,2016
2016_1143_1333,0.641409886862,California,Oregon St,2016
2016_1143_1338,0.489378215186,California,Pittsburgh,2016
2016_1143_1344,0.65135303104,California,Providence,2016
2016_1143_1345,0.362454115189,California,Purdue,2016
2016_1143_1355,0.747870700139,California,S Dakota St,2016
2016_1143_1371,0.541150896191,California,Seton Hall,2016
2016_1143_1372,0.573731796151,California,SF Austin,2016
2016_1143_1380,0.92366399127,California,Southern Univ,2016
2016_1143_1386,0.615477749078,California,St Joseph's PA,2016
2016_1143_1392,0.751226171733,California,Stony Brook,2016
2016_1143_1393,0.579101906799,California,Syracuse,2016
2016_1143_1396,0.744945742456,California,Temple,2016
2016_1143_1400,0.488773380851,California,Texas,2016
2016_1143_1401,0.351572838095,California,Texas A&M,2016
2016_1143_1403,0.612886712444,California,Texas Tech,2016
2016_1143_1409,0.677438739412,California,Tulsa,2016
2016_1143_1421,0.809202316559,California,UNC Asheville,2016
2016_1143_1423,0.677783658659,California,UNC Wilmington,2016
2016_1143_1425,0.589699324854,California,USC,2016
2016_1143_1428,0.546767263533,California,Utah,2016
2016_1143_1433,0.492841809209,California,VA Commonwealth,2016
2016_1143_1435,0.482823859393,California,Vanderbilt,2016
2016_1143_1437,0.332088063411,California,Villanova,2016
2016_1143_1438,0.288883606165,California,Virginia,2016
2016_1143_1451,0.894471894313,California,Weber St,2016
2016_1143_1452,0.165915269219,California,West Virginia,2016
2016_1143_1453,0.789762113787,California,WI Green Bay,2016
2016_1143_1455,0.390624292746,California,Wichita St,2016
2016_1143_1458,0.553541214118,California,Wisconsin,2016
2016_1143_1462,0.380962763894,California,Xavier,2016
2016_1143_1463,0.62753083102,California,Yale,2016
2016_1151_1153,0.277798285652,Chattanooga,Cincinnati,2016
2016_1151_1160,0.472899626826,Chattanooga,Colorado,2016
2016_1151_1163,0.361445143166,Chattanooga,Connecticut,2016
2016_1151_1167,0.669936392376,Chattanooga,CS Bakersfield,2016
2016_1151_1173,0.435763580654,Chattanooga,Dayton,2016
2016_1151_1181,0.218121452718,Chattanooga,Duke,2016
2016_1151_1192,0.923750264931,Chattanooga,F Dickinson,2016
2016_1151_1195,0.837264724326,Chattanooga,FL Gulf Coast,2016
