Team,PtDiff,Offense,Defense,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
Lafayette,87.4771321799,96.1027448075,92.7196327259,100.865023129,98.6186490375,97.7641350116,98.7785423886,100.019880756,100.305852123,99.4900660929,97.3336798127,100.26267295
VMI,88.7174076917,93.5107174981,95.1677544399,101.299751175,96.8892256347,99.7425324962,99.7320674443,99.5832000171,97.9330753317,100.509180272,93.9447215872,98.9206601715
Florida St,111.113179438,105.875813891,101.286795587,99.7150048833,101.664107532,100.68475354,100.810587715,100.588199322,100.288249187,100.803559196,102.970891162,100.18761535
Florida Intl,95.8957820766,96.2144389339,99.728354811,98.9507699258,100.241548337,98.983104287,100.862896734,100.234767687,98.6070798681,99.0141763815,98.1351294959,100.647613095
Evansville,106.857291523,102.448830615,101.48136454,97.8605279637,101.216864625,97.3514509073,100.702994215,100.23624759,103.577693455,99.4509333513,102.792778652,102.618827796
ETSU,99.9861987978,100.351143878,97.6495217548,100.61106223,98.4143682391,99.99200889,99.7673735106,99.373298588,98.9949930234,100.618045711,98.1877379157,98.7289606073
Fairfield,98.0931738144,101.355602278,94.9288422915,101.693536626,100.565124977,98.2083881935,100.125122569,100.268138624,101.821027798,100.011959395,98.2451141962,99.690849902
F Dickinson,91.4609981354,100.532508121,91.8711794464,100.393326473,97.2880666406,99.4460730672,99.176603509,100.304729023,100.419729015,101.076792611,99.6551869228,95.687892663
FL Gulf Coast,97.4053001976,97.3657088745,100.090294173,98.0756110883,100.747457466,99.5173241411,100.151513145,99.5473078907,98.51913107,99.9836399046,99.5007273674,99.2734664359
FL Atlantic,90.4724042761,93.7004166727,98.0895671903,99.5294346927,99.328891103,97.5506942354,100.615737041,99.5802911476,98.6912692456,99.470141832,98.2998054782,98.725966707
Florida A&M,81.0587004003,88.0533350444,96.132839374,98.7382611596,98.3328615997,98.4771957195,98.7513917013,102.371591358,97.0850102723,100.451440806,100.388751475,99.481381262
Florida,113.138491838,102.782351578,105.253086007,100.017926815,102.188085683,101.781170276,101.106215972,99.4239665436,100.820403277,100.769757652,102.017724015,101.269647802
Minnesota,101.266847549,99.0652614803,100.022343207,99.5157700267,100.773969978,99.391507855,100.567865311,99.1029258156,99.6114371307,99.9780998536,101.883818615,99.8157664962
Mississippi,106.270348495,102.64909148,100.406211356,100.43430112,100.111674305,101.475175482,99.9605986794,99.357885913,100.433496131,101.468316446,101.556214151,99.5509640525
Delaware St,81.3633041085,88.8420705401,96.3525000666,99.7515301517,96.6561257158,99.8113628169,99.4763796308,101.317128661,98.0265321091,99.6683542393,96.3474149815,99.2016561777
Delaware,92.2025632764,95.8996062348,96.4977414842,99.2238485772,101.729067805,100.740589167,99.5876382327,99.4448119553,98.5399497845,98.1083366405,101.975801825,102.280721353
Dayton,109.987790501,100.315848488,105.021350467,99.853893969,102.213273359,99.3351186549,100.76978333,100.20071026,100.861391472,100.06359862,101.067925445,102.444058887
Davidson,104.450073434,106.565634257,95.2338549392,102.591847847,100.714698993,99.2265409128,99.6109565231,98.8201977765,101.554374725,99.1670862281,99.8466235864,101.388554245
Dartmouth,95.9671008309,95.4011162723,100.289777353,99.0105392843,98.0726840859,100.509551929,98.3964280346,101.444089195,99.6617418416,100.138996018,100.814675634,99.49434701
CS Sacramento,92.9738940058,97.9881848342,96.740206665,99.7538876036,100.272378263,99.3463344464,100.247694678,99.4325210496,100.240436038,99.5428907801,99.374286997,97.9412044746
McNeese St,86.5636179275,94.1167585815,94.6356465302,99.8771081596,98.7489601705,99.8988631512,100.447726947,99.4603613078,97.3908739155,99.5263077294,98.6312491198,100.673384657
MD E Shore,87.9962100715,94.5708886052,96.1598727396,99.3362196412,97.4224690633,99.3015019398,99.1243884068,102.319530252,98.5601410842,99.986084309,99.429577668,97.4254454227
Memphis,106.725131292,104.461269335,98.9184792816,98.7183692587,102.425784328,101.486451655,101.771702847,100.296189554,100.72591567,100.789664965,105.122144864,98.0236777356
Mercer,99.5656145251,95.6979089698,101.748014608,99.6249682812,99.6434064194,101.16990873,98.5357329942,99.2418158339,100.800252877,99.2917798828,96.5230831974,101.596767376
Miami FL,117.510284946,105.075623461,106.414974458,100.130782142,101.694342773,99.7961903435,100.472666881,98.2783735721,100.251575912,100.179407135,102.835036052,104.674101805
Miami OH,93.4550419947,91.6725329974,101.563714049,98.7291555972,97.4486957307,99.6045177937,98.9831390426,100.442130537,97.1579150787,100.499931208,99.1023544299,100.493230077
Michigan,112.898608013,103.905483612,103.469296518,102.298251506,100.175997147,97.5420543268,99.1935057558,98.0900848472,101.293117478,99.8042064163,97.1027215447,104.71845612
Michigan St,121.364868711,108.163854504,106.396251688,101.614764876,104.05593218,101.050176545,101.617289598,99.3669413018,106.575491604,98.832904929,98.7267207839,101.195150061
Montana,100.081859222,97.8259955782,102.517430981,100.073244719,99.5933172726,98.7752754762,99.0546630548,100.368140327,99.805036895,99.2221979838,98.6041774965,98.447967402
Monmouth NJ,107.322758533,105.456215304,99.0584446822,100.889767017,102.306153693,99.2431735662,100.459024014,100.126322714,99.3787793734,101.431714583,101.836180134,98.474580612
Morehead St,102.167669064,96.0104153338,103.764369718,98.820394628,97.0724313931,103.274039805,99.2333453123,100.037128406,99.6303582121,101.127507002,98.9313111662,96.7712874016
Montana St,94.1206313203,100.122537806,94.5211078938,101.874406164,99.2175881696,101.625840648,98.8624408003,100.073668351,99.5742280899,98.6984932158,97.5169717441,97.4240939074
Missouri,100.938145527,99.1846894194,99.5615994028,98.5863483458,101.523452105,98.9158086064,99.5358168171,99.4364330934,99.2625794918,99.9086306909,100.758975119,99.0607356495
Mississippi St,107.444705684,103.131075067,100.895388758,99.8791546171,100.274811523,99.485064773,100.800332404,99.4191279779,100.862237702,100.417022516,97.0355904798,101.50091312
Missouri St,95.557284723,97.2750187696,97.0601410898,98.6143381845,99.8527266041,100.119029998,100.290175076,100.291287877,99.8112509299,100.318854365,101.52725179,100.785214784
Missouri KC,94.4959818287,97.0320021297,98.5119757784,99.9338256255,98.7692566091,100.069678455,99.711042117,100.993879131,98.5203444251,99.7952308379,98.5204165128,97.5178804207
Winthrop,100.313243805,106.377561022,92.9660845148,101.100065853,100.708094613,98.3294090355,101.445530461,100.631156291,98.2970359814,99.5741243511,101.345727562,99.3306626206
Morgan St,90.1731645532,95.1537721786,96.3083649839,98.4138171505,98.1649106752,100.589884337,98.7094137036,99.1029802617,98.3071114197,100.296387208,99.7877643173,99.3729425873
Nebraska,107.42602162,100.868277854,102.658081955,99.7782047021,100.072040855,100.184666608,100.184398457,99.5146462319,99.0841875214,101.234597471,98.9560110275,99.0155216293
Nevada,102.210593351,100.439898516,101.049459707,98.0702844439,102.336406322,101.257708189,101.725844906,100.26911572,99.1178105616,100.574709013,102.911420092,98.0422183692
New Hampshire,94.0495111863,96.5071215036,97.3922542865,99.6661682879,100.921469305,100.256543023,98.3958910252,99.3845956234,98.355725136,97.786704604,100.801150742,100.917917821
New Mexico,104.619375005,104.960224622,98.7451702572,99.2812998722,101.923203302,99.0976181136,100.624168125,102.138000899,101.564728285,99.8772000744,103.812693822,99.2613119022
NC Central,89.7848893723,94.2437879297,97.3494690721,99.2221745102,98.1362780058,100.347672866,98.4061079177,100.48294002,98.720003376,99.9876169359,99.4393840111,100.570362788
NC State,108.470889648,103.228096239,101.675072421,99.1087756909,101.865748469,102.642706721,100.908193517,98.5826733679,98.9426388371,99.021431279,103.446260448,103.490828426
NE Omaha,101.972369904,108.349084843,92.2693096491,99.1546124608,99.7630042609,99.2510170131,99.3784618366,100.323865137,101.054219733,102.806968175,102.469004429,98.7357020993
New Mexico St,103.046878092,97.0794826425,105.204809036,98.0109333112,102.410938018,100.32315474,100.953138627,101.044890636,99.7943248531,98.0480492161,99.0389548535,103.678960402
New Orleans,88.9732064307,97.2573513635,93.5679458941,97.670706731,98.4937417679,102.248786335,99.5875129004,100.874330054,99.1491132773,101.054671223,103.558846943,97.3899289664
Seton Hall,111.776215598,103.204517388,104.531160213,99.0133207448,101.803283147,102.137913106,101.276588124,100.289167615,100.707902095,100.861394007,102.28336714,102.132376658
Seattle,90.8741538419,91.1519520357,100.791717176,99.2567795397,99.5463654497,99.468915248,98.1767010718,102.60168974,98.920336689,99.4216378963,96.844652748,101.342391679
Siena,103.948589829,102.633699391,99.1774626507,99.6081664729,101.040152411,101.056574505,100.632368083,102.434106338,100.39078439,99.9189281677,101.497644087,98.1233163531
SF Austin,107.103097722,101.066537043,103.832908586,100.459956912,97.4066872709,99.7535951314,99.8367400351,100.073591994,102.769210819,101.419785511,97.8749013736,101.122892386
South Alabama,93.4493017857,95.9413566051,98.8623235829,99.0100730557,99.6825839336,100.853113436,100.146299459,101.08750198,97.8204161393,100.423050889,99.8934836004,99.0054513696
SMU,116.418716131,105.424241409,105.3900765,99.6496411835,101.233092169,102.161386793,100.936171045,100.31415853,103.479474989,99.815708347,99.4600490458,103.698522391
South Dakota,96.3174406668,102.063351504,94.3024374199,99.8101348491,98.8466485393,98.3776766434,99.8706672489,99.1232440877,101.98790999,100.458689421,97.8589176309,98.5605007649
South Carolina,110.320319485,103.960673209,102.885911493,99.1919929597,101.677835562,102.223839328,100.834113309,100.933705179,100.276691655,100.542952372,103.761248329,100.010358356
Southern Miss,89.5346643647,89.8556744948,101.241145853,100.888047313,97.9149179175,97.3878982137,98.8661811427,100.201457098,98.6330241262,99.3726932548,96.7516702498,100.907573722
South Florida,95.8453564681,94.5076871016,100.413384826,97.1339174697,101.951223864,100.984347725,101.390124568,101.946497062,97.5698244999,98.5958802092,99.8098469465,99.6808938306
Illinois St,102.829267856,97.6380239537,103.007182592,100.274994331,99.5317550646,100.494301587,99.8498791802,99.869655159,100.249315968,100.384928615,97.8380459199,101.088853785
Illinois,102.763416879,101.525714012,99.8337055113,101.248851901,99.748602785,97.3369392635,98.9026308606,98.4448536162,100.61627117,99.8514842908,99.3076237652,104.006441425
DePaul,99.3561993215,98.6546742838,99.2700902364,98.5344954537,100.140547259,99.5625067578,100.029143134,101.392533112,99.3663045501,99.2655062728,99.5999900502,97.9459382485
Denver,96.961632225,92.6196289662,104.104818745,100.327888366,95.4018682127,95.0429686376,98.9182638883,100.634589265,100.617350057,100.439787305,96.0749474708,99.7280609723
Butler,114.225936148,106.241889583,102.004707718,100.029738332,100.128943628,100.657362654,100.150250992,97.6372909156,101.074311377,100.460264737,102.139979865,100.560035062
Buffalo,101.081279635,102.18789533,97.5887905997,99.6482115515,100.961359426,100.675116966,100.196582118,100.789656371,99.2272086826,101.075397379,104.253653145,99.670040066
Bradley,88.2549665286,87.523055097,100.967785755,98.3971036181,100.418166907,98.8724200775,99.4082871626,102.903628341,96.9422367098,98.6592452296,99.3629845348,96.1878128948
Bowling Green,94.6875104379,97.2633712687,97.3640021843,98.9088750947,100.753619104,99.769935655,99.984032442,100.361272231,98.1577925071,100.264152368,101.607867237,100.096649943
Boston Univ,95.7773234898,98.1437862716,96.5895204688,100.692587947,100.763285804,98.3179666847,100.026654875,101.132245509,99.9457902949,99.4603864039,99.265582898,100.509759509
Boston College,96.4439514158,92.5321821514,103.059331054,100.431456531,100.53632782,97.6810559021,99.9804059991,101.045901525,99.7205238688,99.7481832677,95.4159138384,100.969159195
Bucknell,100.695629899,102.995893516,96.8013284405,100.364486856,100.416309608,99.2846317597,99.6115598232,100.666300099,101.471021015,100.320342924,102.83255143,96.9933415794
Bryant,83.7283678426,92.0616948712,94.6738350088,99.7821237399,98.7792076305,98.7824123274,99.2912083643,100.485719225,100.265486728,99.7760465974,94.8371198156,101.394958326
Brown,92.7840922079,99.8950370186,93.1381423028,101.124234374,100.437664392,98.7196361467,100.227970103,100.864900077,101.649282405,99.1170217066,101.439025244,98.4173888564
Drake,94.1196370903,96.5336716151,97.3549758918,100.257867745,99.6732337976,98.3362817122,98.8887342365,100.699978226,99.3108636712,97.9997781327,97.6303126722,103.192119241
Detroit,98.3575081752,107.477363125,91.4484026582,100.66051084,99.6066383154,100.968991366,100.347338874,100.559919432,99.4158339381,100.82792174,103.008496002,95.2278456372
Vermont,100.36112877,99.8692969139,98.9340610952,99.9811166697,100.760525807,98.5241313194,100.39529265,100.254701458,99.9895805935,99.1102536799,100.410950992,100.46734136
Villanova,119.987568593,105.256684689,108.944852433,100.95600688,101.824281611,99.3764604664,100.407201259,98.7751303334,102.386416455,100.817181495,99.5807656197,103.687097854
Valparaiso,111.631828088,99.3674535443,108.822529636,100.907889049,102.37003989,101.623139316,100.752245944,100.402754597,99.8947230259,100.809278362,98.5513922081,100.392250015
Vanderbilt,116.715771457,104.690444227,106.416626593,101.1102193,103.602451557,99.0020888799,101.580632114,98.7931686861,101.772772632,98.891413728,101.57129849,100.777071881
VA Commonwealth,112.030927232,105.112651485,102.401939273,100.800697762,99.5965309508,101.556677593,100.345324551,99.7048840001,101.266374628,102.52050454,99.6975741835,100.498265099
Utah Valley,91.5363328005,100.312805472,92.4711885085,100.748847709,101.515622834,98.6545610777,99.7727321951,100.705247213,100.349191018,99.6160713341,99.6654961695,98.0347430888
UTEP,95.8721668415,100.355280875,95.6930707666,99.5374410099,101.125538448,98.1653360634,100.306738021,100.223959368,101.400118851,99.524211895,100.808502381,98.9974145045
Virginia,119.055733626,101.575117712,112.376273535,99.2729876782,99.6564979599,98.599533786,99.9665479414,97.3498688494,101.703815284,99.7210805628,98.2459702754,104.542631786
Virginia Tech,106.735905088,102.747273419,101.604883555,99.0377265075,100.202967322,100.103224685,100.291750772,100.29570624,99.2893810367,99.8371926094,104.530248912,101.444260825
Rhode Island,106.705904646,98.9867565488,105.27634508,99.9522401177,99.4744751408,99.7253884155,101.330127348,99.2165612437,99.1740519186,99.8685035898,100.51131558,99.9031989308
Rice,91.8193517387,101.424315346,91.4154505625,100.052486975,97.7699572946,98.7436725173,99.234498171,100.107896103,99.609951496,100.125738781,101.511551339,99.9273738813
Idaho,95.769829062,93.1770149201,103.20728457,98.9548990845,100.538939234,99.7919428741,99.2269126407,102.961628918,98.4030251502,99.0016578689,100.651565659,99.9346608834
Howard,87.5764111628,94.4844189026,94.6918059917,97.6094306679,98.8714265947,100.709300655,99.4492150013,101.314235395,94.6665656653,100.164141193,103.751110636,100.666593088
Houston Bap,92.4177539884,98.4885484957,94.7484613247,98.4291424431,99.4536772162,99.561708796,99.9022961693,100.96847627,99.1871756814,99.4450313924,103.719605577,98.758515858
Houston,109.350920337,104.13265856,101.156844352,99.7858590507,100.292751788,101.447708688,100.360859442,98.6012433255,99.6378841124,99.6743953016,99.8479868015,99.6536557995
Holy Cross,89.2965299302,91.2329998573,98.866286696,100.095227097,97.4120468731,97.5004874208,99.1485891621,99.1234956104,100.280541775,99.7188313554,98.7428642144,102.010746451
Hofstra,105.621575907,104.149480027,98.7803153288,101.206647761,101.604581158,101.395114731,99.5797562858,99.2789661463,101.764998317,100.409384787,102.426120007,105.332533008
Portland St,93.7647755684,100.70205991,94.1096079574,98.5748102188,99.0515941241,99.8995062803,100.100905993,101.096151592,102.603729058,101.798735103,98.4015755693,101.279896646
Prairie View,84.709268275,89.2888523822,97.2216578257,97.3715079766,95.6260197982,100.601090425,99.1597190955,101.610418909,96.2263496962,101.289667946,98.8711825729,97.1240463786
Presbyterian,88.1611550562,92.1250923337,97.1047967006,98.3228561866,97.7982623204,98.3318410151,98.4347494716,101.11539026,97.6885270476,100.253118422,98.0663497044,98.349292848
Princeton,109.247933881,103.862699625,102.294695098,101.934324569,101.280422752,98.5837066978,100.012761259,98.8782908208,101.36184112,100.392495134,99.3430089871,103.051860754
Providence,108.800785101,102.059579108,103.339291241,99.8581397288,100.575527575,101.083352962,100.49921478,99.2242429498,101.524816201,100.36586953,101.655216688,103.848402514
Purdue,117.878200682,104.549866332,106.408804736,100.485834276,104.035982684,101.085650005,100.988664296,100.279207276,103.002231457,98.9741933776,100.574854273,102.925665809
Quinnipiac,91.4556968935,92.5235298449,99.4906965608,100.628111955,100.756847924,104.786707703,100.703640821,101.946676222,99.0301774889,98.7428350036,97.1235971252,98.8864113231
Radford,96.6737863229,97.1326357836,98.6483921238,100.007966732,98.535221917,101.079441497,100.709043053,99.9554693798,99.3737671525,99.8197075949,95.9751511574,100.926569603
IL Chicago,86.4054756376,93.5791953433,94.9142644194,97.7614229012,100.82130424,101.98215133,100.888316102,101.971375607,97.8575274201,99.7794073593,102.447219814,96.8075800324
Idaho St,92.4800909435,98.1623544837,96.122574304,100.766510746,100.087732456,98.587637423,99.1772806532,100.78840944,98.7457310627,100.395062667,99.6848130463,100.036485797
Cal Poly SLO,98.309595804,100.543321679,97.6688613007,100.462396559,99.5227225461,100.277210948,99.8575532224,97.8796518721,100.579370096,99.9001326008,99.9975453644,99.5075079794
California,113.838687537,104.226617524,106.353742234,99.8993963726,104.272063233,100.495254119,101.457709883,100.339636468,100.347042217,98.2672934338,102.825124555,99.5339123112
BYU,111.534524995,108.407593438,99.1725049182,101.150747728,102.962931868,101.049301146,100.677997084,99.8686855184,102.137898285,100.469740998,101.380396644,100.362068632
C Michigan,100.575740427,102.013396729,97.9440555907,102.151488287,99.5269045627,99.1151676947,99.3010917306,97.6869575422,100.23366927,99.1372150449,98.666899899,101.237559328
Cent Arkansas,88.2966502334,99.576320092,89.2342411382,99.4128222978,99.4544089802,100.687877363,100.314007079,100.735880403,99.6233721517,99.8885018611,102.211282901,98.9642257448
Campbell,90.8401827263,96.0510325958,95.3728788887,99.9576275502,97.4393345582,97.6411768096,98.8758539745,98.8657542785,97.4509229118,100.466858945,100.107111217,98.363699179
Canisius,96.2661426285,101.12449055,94.5117615688,101.327536329,96.9557082944,100.123353224,99.333120976,98.8532109835,100.807893379,99.7652972068,99.9645811006,98.7913052337
Maine,84.8548384893,99.7854885323,85.799280631,100.207757454,98.6526729893,100.089327712,99.4760786724,102.688303613,100.725592206,101.275184219,99.8959232774,97.8907390781
MA Lowell,88.703823176,99.455264717,88.6962678499,100.917710238,98.6011352037,98.3003982893,98.9932411887,102.398382097,100.453095266,100.257747871,99.1546794706,98.2700157856
Central Conn,79.6656406516,91.4561288802,91.7366090743,99.0806181672,98.5834489145,99.8632436156,99.9386777051,100.240562597,98.3373647564,98.3892497669,97.0606669754,101.562500327
