id,pred,spread,Team1,Team2,Season
2017_1112_1355,0.93914581315,16.4066721752,Arizona,S Dakota St,2017
2017_1112_1371,0.772691224216,7.92683671457,Arizona,Seton Hall,2017
2017_1112_1374,0.507090457734,0.18842429703,Arizona,SMU,2017
2017_1112_1376,0.674185805738,4.78639682637,Arizona,South Carolina,2017
2017_1112_1388,0.519160164976,0.509337991419,Arizona,St Mary's CA,2017
2017_1112_1407,0.923472856614,15.1470875888,Arizona,Troy,2017
2017_1112_1411,0.951003891252,17.5412378876,Arizona,TX Southern,2017
2017_1112_1413,0.970776255918,20.0606919427,Arizona,UC Davis,2017
2017_1112_1417,0.49840579129,-0.0423629405315,Arizona,UCLA,2017
2017_1112_1423,0.770586852743,7.85307255487,Arizona,UNC Wilmington,2017
2017_1112_1425,0.720338437132,6.18940676268,Arizona,USC,2017
2017_1112_1433,0.681744780829,5.00989102925,Arizona,VA Commonwealth,2017
2017_1112_1435,0.683390231443,5.05883468972,Arizona,Vanderbilt,2017
2017_1112_1436,0.805073038189,9.11567519965,Arizona,Vermont,2017
2017_1112_1437,0.345306756419,-4.21946689072,Arizona,Villanova,2017
2017_1112_1438,0.505292937335,0.140653083867,Arizona,Virginia,2017
2017_1112_1439,0.762681822658,7.57929873753,Arizona,Virginia Tech,2017
2017_1112_1448,0.695674129891,5.42773837652,Arizona,Wake Forest,2017
2017_1112_1452,0.340101443661,-4.36961697447,Arizona,West Virginia,2017
2017_1112_1455,0.497857606165,-0.0569299971672,Arizona,Wichita St,2017
2017_1112_1457,0.91101669511,14.2800939303,Arizona,Winthrop,2017
2017_1112_1458,0.539689384649,1.0564098414,Arizona,Wisconsin,2017
2017_1112_1462,0.676895531467,4.86626501299,Arizona,Xavier,2017
2017_1116_1124,0.249240713289,-7.17566554224,Arkansas,Baylor,2017
2017_1116_1137,0.727859363931,6.42797811335,Arkansas,Bucknell,2017
2017_1116_1139,0.407220486049,-2.48808027228,Arkansas,Butler,2017
2017_1116_1153,0.340451354635,-4.35949641027,Arkansas,Cincinnati,2017
2017_1116_1166,0.435466202747,-1.72240139119,Arkansas,Creighton,2017
2017_1116_1173,0.554114500453,1.44242022472,Arkansas,Dayton,2017
2017_1116_1181,0.311635011428,-5.20747161598,Arkansas,Duke,2017
2017_1116_1190,0.668224113789,4.61162242891,Arkansas,ETSU,2017
2017_1116_1195,0.787295943854,8.4498387277,Arkansas,FL Gulf Coast,2017
2017_1116_1196,0.272857560096,-6.40509759373,Arkansas,Florida,2017
2017_1116_1199,0.376707689908,-3.33021177131,Arkansas,Florida St,2017
2017_1116_1211,0.215105264554,-8.36245982171,Arkansas,Gonzaga,2017
2017_1116_1233,0.8498995257,10.9827388952,Arkansas,Iona,2017
2017_1116_1235,0.35674715813,-3.89236616303,Arkansas,Iowa St,2017
2017_1116_1240,0.877385586252,12.3186202072,Arkansas,Jacksonville St,2017
2017_1116_1242,0.2404044424,-7.47377957871,Arkansas,Kansas,2017
2017_1116_1243,0.510388965437,0.276096665131,Arkansas,Kansas St,2017
2017_1116_1245,0.84618074198,10.8151052957,Arkansas,Kent,2017
2017_1116_1246,0.244646794116,-7.32992983629,Arkansas,Kentucky,2017
2017_1116_1257,0.269180856611,-6.52275848611,Arkansas,Louisville,2017
2017_1116_1266,0.548114462845,1.28165860443,Arkansas,Marquette,2017
2017_1116_1268,0.58746045605,2.34301885497,Arkansas,Maryland,2017
2017_1116_1274,0.522445090037,0.596747250047,Arkansas,Miami FL,2017
2017_1116_1276,0.354493868795,-3.95648941571,Arkansas,Michigan,2017
2017_1116_1277,0.590951166647,2.43816637034,Arkansas,Michigan St,2017
2017_1116_1278,0.536856913737,0.980794328603,Arkansas,Minnesota,2017
2017_1116_1291,0.919850748999,14.8846310927,Arkansas,Mt St Mary's,2017
2017_1116_1292,0.542821826198,1.14009615002,Arkansas,MTSU,2017
2017_1116_1297,0.881746041065,12.549130682,Arkansas,N Kentucky,2017
2017_1116_1300,0.866813469752,11.7826031468,Arkansas,NC Central,2017
2017_1116_1305,0.592762430761,2.48761364735,Arkansas,Nevada,2017
2017_1116_1308,0.691921337126,5.31435832964,Arkansas,New Mexico St,2017
2017_1116_1309,0.880288922713,12.4714452794,Arkansas,New Orleans,2017
2017_1116_1314,0.207146433049,-8.65431803956,Arkansas,North Carolina,2017
2017_1116_1315,0.887203316311,12.846258071,Arkansas,North Dakota,2017
2017_1116_1321,0.517982486382,0.478009635041,Arkansas,Northwestern,2017
2017_1116_1323,0.375893447382,-3.35295064832,Arkansas,Notre Dame,2017
2017_1116_1329,0.346524755588,-4.18445601479,Arkansas,Oklahoma St,2017
2017_1116_1332,0.261326067438,-6.77686923833,Arkansas,Oregon,2017
2017_1116_1343,0.679096624473,4.93134515147,Arkansas,Princeton,2017
2017_1116_1344,0.686027917207,5.1375183355,Arkansas,Providence,2017
2017_1116_1345,0.366142466537,-3.62649617018,Arkansas,Purdue,2017
2017_1116_1348,0.545281902045,1.20586912063,Arkansas,Rhode Island,2017
2017_1116_1355,0.892453021835,13.1419332173,Arkansas,S Dakota St,2017
2017_1116_1371,0.599108500352,2.66129592692,Arkansas,Seton Hall,2017
2017_1116_1374,0.318655098261,-4.99801284238,Arkansas,SMU,2017
2017_1116_1376,0.514739022107,0.391748434346,Arkansas,South Carolina,2017
2017_1116_1388,0.379181568009,-3.26121862839,Arkansas,St Mary's CA,2017
2017_1116_1407,0.839446999786,10.5182537393,Arkansas,Troy,2017
2017_1116_1411,0.890443573796,13.027558384,Arkansas,TX Southern,2017
2017_1116_1413,0.919216452014,14.839598835,Arkansas,UC Davis,2017
2017_1116_1417,0.43117839327,-1.83795954487,Arkansas,UCLA,2017
2017_1116_1423,0.634172843389,3.63538104155,Arkansas,UNC Wilmington,2017
2017_1116_1425,0.524935632355,0.663045343219,Arkansas,USC,2017
2017_1116_1433,0.564366053526,1.71788487823,Arkansas,VA Commonwealth,2017
2017_1116_1435,0.542213347631,1.12383463806,Arkansas,Vanderbilt,2017
2017_1116_1436,0.669419702721,4.64657074631,Arkansas,Vermont,2017
2017_1116_1437,0.208545447749,-8.60254365063,Arkansas,Villanova,2017
2017_1116_1438,0.319286538671,-4.97926901673,Arkansas,Virginia,2017
2017_1116_1439,0.614480245447,3.08507598722,Arkansas,Virginia Tech,2017
2017_1116_1448,0.558586671124,1.56245913289,Arkansas,Wake Forest,2017
2017_1116_1452,0.23765115066,-7.56787838797,Arkansas,West Virginia,2017
2017_1116_1455,0.353151046962,-3.99477173113,Arkansas,Wichita St,2017
2017_1116_1457,0.825595465899,9.93216460333,Arkansas,Winthrop,2017
2017_1116_1458,0.360521680551,-3.78526912657,Arkansas,Wisconsin,2017
2017_1116_1462,0.562020485661,1.65476255148,Arkansas,Xavier,2017
2017_1124_1137,0.896139137223,13.3558134961,Baylor,Bucknell,2017
2017_1124_1139,0.661720214442,4.42236989706,Baylor,Butler,2017
2017_1124_1153,0.598708357208,2.65032398042,Baylor,Cincinnati,2017
2017_1124_1166,0.690554325444,5.27320918876,Baylor,Creighton,2017
2017_1124_1173,0.779804984137,8.1790963348,Baylor,Dayton,2017
2017_1124_1181,0.467253149386,-0.871159909381,Baylor,Duke,2017
2017_1124_1190,0.786442839603,8.41872916285,Baylor,ETSU,2017
2017_1124_1195,0.927105694361,15.4199926161,Baylor,FL Gulf Coast,2017
2017_1124_1196,0.445834227453,-1.44379535792,Baylor,Florida,2017
2017_1124_1199,0.64043414574,3.81235248471,Baylor,Florida St,2017
2017_1124_1211,0.450970430922,-1.30615748713,Baylor,Gonzaga,2017
2017_1124_1233,0.95464385521,17.9333296747,Baylor,Iona,2017
2017_1124_1235,0.620668245124,3.25703459162,Baylor,Iowa St,2017
2017_1124_1240,0.965584363259,19.2889244629,Baylor,Jacksonville St,2017
2017_1124_1242,0.486518098575,-0.358322105289,Baylor,Kansas,2017
2017_1124_1243,0.722033966287,6.24291334701,Baylor,Kansas St,2017
2017_1124_1245,0.947711571525,17.2061639887,Baylor,Kent,2017
2017_1124_1246,0.491221448991,-0.233290822278,Baylor,Kentucky,2017
2017_1124_1257,0.526959590744,0.716941986638,Baylor,Louisville,2017
2017_1124_1266,0.752229590998,7.22487182033,Baylor,Marquette,2017
2017_1124_1268,0.811671790559,9.37213015467,Baylor,Maryland,2017
2017_1124_1274,0.763987013624,7.62414943041,Baylor,Miami FL,2017
2017_1124_1276,0.613764814533,3.0652479504,Baylor,Michigan,2017
2017_1124_1277,0.81555895769,9.52579951145,Baylor,Michigan St,2017
2017_1124_1278,0.745913894158,7.01458609539,Baylor,Minnesota,2017
2017_1124_1291,0.968626681559,19.7284124189,Baylor,Mt St Mary's,2017
2017_1124_1292,0.798091269566,8.85001803857,Baylor,MTSU,2017
2017_1124_1297,0.965275551488,19.2461246088,Baylor,N Kentucky,2017
2017_1124_1300,0.960936133024,18.6754254177,Baylor,NC Central,2017
2017_1124_1305,0.813979131695,9.46310527379,Baylor,Nevada,2017
2017_1124_1308,0.913755801868,14.4625308771,Baylor,New Mexico St,2017
2017_1124_1309,0.954103783912,17.8735946312,Baylor,New Orleans,2017
2017_1124_1314,0.527253179283,0.724761557175,Baylor,North Carolina,2017
2017_1124_1315,0.968331023952,19.684196361,Baylor,North Dakota,2017
2017_1124_1321,0.76557422918,7.67887603169,Baylor,Northwestern,2017
2017_1124_1323,0.638567143181,3.75947391181,Baylor,Notre Dame,2017
2017_1124_1329,0.606906514221,2.87570357632,Baylor,Oklahoma St,2017
2017_1124_1332,0.512131952763,0.322431475109,Baylor,Oregon,2017
2017_1124_1343,0.870918739925,11.9871082987,Baylor,Princeton,2017
2017_1124_1344,0.882225549488,12.5748432662,Baylor,Providence,2017
2017_1124_1345,0.620131807046,3.24209416813,Baylor,Purdue,2017
2017_1124_1348,0.786706886823,8.42835023359,Baylor,Rhode Island,2017
2017_1124_1355,0.96943142834,19.8505338752,Baylor,S Dakota St,2017
2017_1124_1371,0.843482824996,10.6951628775,Baylor,Seton Hall,2017
2017_1124_1374,0.55866690836,1.56461458957,Baylor,SMU,2017
2017_1124_1376,0.651128337574,4.11712325585,Baylor,South Carolina,2017
2017_1124_1388,0.640319521171,3.80910328524,Baylor,St Mary's CA,2017
2017_1124_1407,0.924937346246,15.2558877599,Baylor,Troy,2017
2017_1124_1411,0.967175259485,19.5145560703,Baylor,TX Southern,2017
2017_1124_1413,0.97942957662,21.64853334,Baylor,UC Davis,2017
2017_1124_1417,0.562201708208,1.65963737,Baylor,UCLA,2017
2017_1124_1423,0.773748543314,7.96404387188,Baylor,UNC Wilmington,2017
2017_1124_1425,0.841547891125,10.6099769384,Baylor,USC,2017
2017_1124_1433,0.795306258514,8.7455885871,Baylor,VA Commonwealth,2017
2017_1124_1435,0.781343935192,8.23427849108,Baylor,Vanderbilt,2017
2017_1124_1436,0.863556931364,11.623443773,Baylor,Vermont,2017
2017_1124_1437,0.369825573514,-3.52289937406,Baylor,Villanova,2017
2017_1124_1438,0.494471656859,-0.146909085951,Baylor,Virginia,2017
2017_1124_1439,0.752522661813,7.23469854162,Baylor,Virginia Tech,2017
2017_1124_1448,0.781212833203,8.22956888568,Baylor,Wake Forest,2017
2017_1124_1452,0.482110523289,-0.47553559292,Baylor,West Virginia,2017
2017_1124_1455,0.57545533021,2.01717741043,Baylor,Wichita St,2017
2017_1124_1457,0.942640694226,16.7214368447,Baylor,Winthrop,2017
2017_1124_1458,0.583642596876,2.2391695198,Baylor,Wisconsin,2017
2017_1124_1462,0.789837842695,8.5429672426,Baylor,Xavier,2017
2017_1137_1139,0.201316010455,-8.87235416172,Bucknell,Butler,2017
2017_1137_1153,0.159681538135,-10.5562051472,Bucknell,Cincinnati,2017
2017_1137_1166,0.219605959384,-8.20019187624,Bucknell,Creighton,2017
2017_1137_1173,0.310725936045,-5.23474328807,Bucknell,Dayton,2017
2017_1137_1181,0.137177349812,-11.5879170465,Bucknell,Duke,2017
2017_1137_1190,0.429753356724,-1.87641256592,Bucknell,ETSU,2017
2017_1137_1195,0.588867438477,2.38134633112,Bucknell,FL Gulf Coast,2017
2017_1137_1196,0.114740100144,-12.7392981193,Bucknell,Florida,2017
2017_1137_1199,0.18115282893,-9.65737070923,Bucknell,Florida St,2017
2017_1137_1211,0.073309643253,-15.388272841,Bucknell,Gonzaga,2017
2017_1137_1233,0.666992813533,4.5756825392,Bucknell,Iona,2017
2017_1137_1235,0.170892686386,-10.0778413873,Bucknell,Iowa St,2017
2017_1137_1240,0.719963139316,6.17758464935,Bucknell,Jacksonville St,2017
2017_1137_1242,0.0932866133428,-14.001733162,Bucknell,Kansas,2017
2017_1137_1243,0.253588402974,-7.03105658995,Bucknell,Kansas St,2017
2017_1137_1245,0.647733430717,4.02001563444,Bucknell,Kent,2017
2017_1137_1246,0.0937130669978,-13.9746694787,Bucknell,Kentucky,2017
2017_1137_1257,0.113305665064,-12.8181190283,Bucknell,Louisville,2017
2017_1137_1266,0.309793897005,-5.26273987014,Bucknell,Marquette,2017
2017_1137_1268,0.355043801219,-3.94082637878,Bucknell,Maryland,2017
2017_1137_1274,0.303677889526,-5.44737792839,Bucknell,Miami FL,2017
2017_1137_1276,0.171944741224,-10.0340018048,Bucknell,Michigan,2017
2017_1137_1277,0.354938702051,-3.94381912091,Bucknell,Michigan St,2017
2017_1137_1278,0.274080352974,-6.36614100377,Bucknell,Minnesota,2017
2017_1137_1291,0.797162551453,8.8150989051,Bucknell,Mt St Mary's,2017
2017_1137_1292,0.341060777109,-4.34187940402,Bucknell,MTSU,2017
2017_1137_1297,0.715574629209,6.03990720042,Bucknell,N Kentucky,2017
2017_1137_1300,0.703248174493,5.65848916568,Bucknell,NC Central,2017
2017_1137_1305,0.357885323934,-3.86003087332,Bucknell,Nevada,2017
2017_1137_1308,0.471649010823,-0.754004653708,Bucknell,New Mexico St,2017
2017_1137_1309,0.715775426715,6.04618430492,Bucknell,New Orleans,2017
2017_1137_1314,0.109669574728,-13.0211631365,Bucknell,North Carolina,2017
2017_1137_1315,0.721520474471,6.22669211928,Bucknell,North Dakota,2017
2017_1137_1321,0.298977987465,-5.59039321457,Bucknell,Northwestern,2017
2017_1137_1323,0.222766695236,-8.08737465421,Bucknell,Notre Dame,2017
2017_1137_1329,0.150875962887,-10.9475558394,Bucknell,Oklahoma St,2017
2017_1137_1332,0.109406903939,-13.0360167846,Bucknell,Oregon,2017
2017_1137_1343,0.487785974893,-0.324613395206,Bucknell,Princeton,2017
2017_1137_1344,0.459159184455,-1.08716354166,Bucknell,Providence,2017
2017_1137_1345,0.166753290749,-10.2520319641,Bucknell,Purdue,2017
2017_1137_1348,0.322600069691,-4.88116239167,Bucknell,Rhode Island,2017
2017_1137_1355,0.736517757654,6.70673229043,Bucknell,S Dakota St,2017
2017_1137_1371,0.40352985098,-2.58900415852,Bucknell,Seton Hall,2017
2017_1137_1374,0.144435619854,-11.2435094233,Bucknell,SMU,2017
2017_1137_1376,0.287256673141,-5.95162191818,Bucknell,South Carolina,2017
2017_1137_1388,0.162234170716,-10.4454185135,Bucknell,St Mary's CA,2017
2017_1137_1407,0.654984254053,4.22783866635,Bucknell,Troy,2017
2017_1137_1411,0.727495243643,6.41635353528,Bucknell,TX Southern,2017
2017_1137_1413,0.790805954602,8.57861002308,Bucknell,UC Davis,2017
2017_1137_1417,0.134871210515,-11.6999371891,Bucknell,UCLA,2017
2017_1137_1423,0.393307564994,-2.86980210565,Bucknell,UNC Wilmington,2017
2017_1137_1425,0.306911267488,-5.34956218859,Bucknell,USC,2017
2017_1137_1433,0.331217538376,-4.62793726069,Bucknell,VA Commonwealth,2017
2017_1137_1435,0.325865389326,-4.78489049644,Bucknell,Vanderbilt,2017
2017_1137_1436,0.445811117705,-1.44441517634,Bucknell,Vermont,2017
2017_1137_1437,0.0811202350833,-14.8158039522,Bucknell,Villanova,2017
2017_1137_1438,0.156234221916,-10.7076779056,Bucknell,Virginia,2017
2017_1137_1439,0.377068323697,-3.32014546146,Bucknell,Virginia Tech,2017
2017_1137_1448,0.301727132253,-5.50661654727,Bucknell,Wake Forest,2017
2017_1137_1452,0.100283593643,-13.5687089458,Bucknell,West Virginia,2017
2017_1137_1455,0.137113961619,-11.5909788245,Bucknell,Wichita St,2017
2017_1137_1457,0.625848514681,3.40164940852,Bucknell,Winthrop,2017
2017_1137_1458,0.174629166811,-9.9229102986,Bucknell,Wisconsin,2017
2017_1137_1462,0.32385941886,-4.84398554784,Bucknell,Xavier,2017
2017_1139_1153,0.436824122843,-1.68584819042,Butler,Cincinnati,2017
2017_1139_1166,0.519249957257,0.511726805697,Butler,Creighton,2017
2017_1139_1173,0.636250881402,3.69400069689,Butler,Dayton,2017
2017_1139_1181,0.399780946206,-2.69176234233,Butler,Duke,2017
2017_1139_1190,0.746043960294,7.01888874195,Butler,ETSU,2017
2017_1139_1195,0.85239962915,11.096998572,Butler,FL Gulf Coast,2017
2017_1139_1196,0.359080013148,-3.82612833594,Butler,Florida,2017
2017_1139_1199,0.469327313143,-0.815868444656,Butler,Florida St,2017
2017_1139_1211,0.283742255029,-6.0612706638,Butler,Gonzaga,2017
2017_1139_1233,0.897128259626,13.4141391787,Butler,Iona,2017
2017_1139_1235,0.452018585215,-1.27809726439,Butler,Iowa St,2017
2017_1139_1240,0.921076121409,14.9723958759,Butler,Jacksonville St,2017
2017_1139_1242,0.314122194588,-5.13303285433,Butler,Kansas,2017
2017_1139_1243,0.594942773421,2.54720869539,Butler,Kansas St,2017
2017_1139_1245,0.896031231693,13.3494750404,Butler,Kent,2017
2017_1139_1246,0.312800846124,-5.17254766866,Butler,Kentucky,2017
2017_1139_1257,0.360003027977,-3.79996208104,Butler,Louisville,2017
2017_1139_1266,0.634047085428,3.63183710069,Butler,Marquette,2017
2017_1139_1268,0.676932018248,4.86734232438,Butler,Maryland,2017
2017_1139_1274,0.622340995819,3.30366435739,Butler,Miami FL,2017
2017_1139_1276,0.448250203997,-1.37902411117,Butler,Michigan,2017
2017_1139_1277,0.678628178201,4.91747901774,Butler,Michigan St,2017
2017_1139_1278,0.613641612659,3.06183451697,Butler,Minnesota,2017
2017_1139_1291,0.951251472176,17.5671538485,Butler,Mt St Mary's,2017
2017_1139_1292,0.698259510586,5.50621034747,Butler,MTSU,2017
2017_1139_1297,0.918254569848,14.7718161097,Butler,N Kentucky,2017
2017_1139_1300,0.912876934972,14.403528989,Butler,NC Central,2017
2017_1139_1305,0.675348488309,4.8206329394,Butler,Nevada,2017
2017_1139_1308,0.769913050169,7.82953417869,Butler,New Mexico St,2017
2017_1139_1309,0.91553320063,14.5832437327,Butler,New Orleans,2017
2017_1139_1314,0.360254887353,-3.79282622461,Butler,North Carolina,2017
2017_1139_1315,0.922357820179,15.0653064905,Butler,North Dakota,2017
2017_1139_1321,0.621407420346,3.27763209045,Butler,Northwestern,2017
2017_1139_1323,0.46966253391,-0.806934509257,Butler,Notre Dame,2017
2017_1139_1329,0.425445985625,-1.99279457049,Butler,Oklahoma St,2017
2017_1139_1332,0.343421791655,-4.27374043833,Butler,Oregon,2017
2017_1139_1343,0.768914262767,7.79471372818,Butler,Princeton,2017
2017_1139_1344,0.763896484312,7.62103414374,Butler,Providence,2017
2017_1139_1345,0.439447821856,-1.61527843745,Butler,Purdue,2017
2017_1139_1348,0.653042707908,4.17203392742,Butler,Rhode Island,2017
2017_1139_1355,0.924542017517,15.226359696,Butler,S Dakota St,2017
2017_1139_1371,0.7421271323,6.88981930573,Butler,Seton Hall,2017
2017_1139_1374,0.404237882924,-2.56962444243,Butler,SMU,2017
2017_1139_1376,0.609032918744,2.93437039799,Butler,South Carolina,2017
2017_1139_1388,0.478570700682,-0.569713805924,Butler,St Mary's CA,2017
2017_1139_1407,0.890535350621,13.0327491702,Butler,Troy,2017
2017_1139_1411,0.934406000536,16.0016165232,Butler,TX Southern,2017
2017_1139_1413,0.948159051149,17.250701853,Butler,UC Davis,2017
2017_1139_1417,0.519811946087,0.52667842921,Butler,UCLA,2017
2017_1139_1423,0.715526211269,6.03839393047,Butler,UNC Wilmington,2017
2017_1139_1425,0.621473005834,3.27946026054,Butler,USC,2017
2017_1139_1433,0.656042180208,4.25829530989,Butler,VA Commonwealth,2017
2017_1139_1435,0.64169256021,3.84804770159,Butler,Vanderbilt,2017
2017_1139_1436,0.754307895417,7.29469272363,Butler,Vermont,2017
2017_1139_1437,0.279635909568,-6.19021513846,Butler,Villanova,2017
2017_1139_1438,0.428590492965,-1.90780942716,Butler,Virginia,2017
2017_1139_1439,0.694002020302,5.37714437244,Butler,Virginia Tech,2017
2017_1139_1448,0.634238197984,3.6372229368,Butler,Wake Forest,2017
2017_1139_1452,0.313544117498,-5.15031139391,Butler,West Virginia,2017
2017_1139_1455,0.43247859205,-1.80289622948,Butler,Wichita St,2017
2017_1139_1457,0.897922160221,13.4612486494,Butler,Winthrop,2017
2017_1139_1458,0.455557561323,-1.18342000693,Butler,Wisconsin,2017
2017_1139_1462,0.640861064267,3.82445726323,Butler,Xavier,2017
2017_1153_1166,0.598674538185,2.64939679126,Cincinnati,Creighton,2017
2017_1153_1173,0.70297290509,5.65005636063,Cincinnati,Dayton,2017
2017_1153_1181,0.477535056381,-0.597275655541,Cincinnati,Duke,2017
2017_1153_1190,0.801505808222,8.97923709354,Cincinnati,ETSU,2017
2017_1153_1195,0.885238105274,12.7381059525,Cincinnati,FL Gulf Coast,2017
2017_1153_1196,0.434281530883,-1.75430772487,Cincinnati,Florida,2017
2017_1153_1199,0.550636697728,1.34919990606,Cincinnati,Florida St,2017
2017_1153_1211,0.358742126326,-3.83571280535,Cincinnati,Gonzaga,2017
2017_1153_1233,0.925862469577,15.3254539976,Cincinnati,Iona,2017
2017_1153_1235,0.524545734139,0.652664628909,Cincinnati,Iowa St,2017
2017_1153_1240,0.940622617145,16.5379035711,Cincinnati,Jacksonville St,2017
2017_1153_1242,0.395360420719,-2.81325636417,Cincinnati,Kansas,2017
2017_1153_1243,0.638402905266,3.75482674102,Cincinnati,Kansas St,2017
2017_1153_1245,0.914853984113,14.5368917865,Cincinnati,Kent,2017
2017_1153_1246,0.395767033081,-2.80206580187,Cincinnati,Kentucky,2017
2017_1153_1257,0.434781857261,-1.74083069585,Cincinnati,Louisville,2017
2017_1153_1266,0.707552749014,5.79083000985,Cincinnati,Marquette,2017
2017_1153_1268,0.73851027383,6.77153530261,Cincinnati,Maryland,2017
2017_1153_1274,0.681177368876,4.99303823684,Cincinnati,Miami FL,2017
2017_1153_1276,0.512160595534,0.323192950987,Cincinnati,Michigan,2017
2017_1153_1277,0.742361631815,6.89751779591,Cincinnati,Michigan St,2017
2017_1153_1278,0.699405721771,5.54109687704,Cincinnati,Minnesota,2017
2017_1153_1291,0.963460917095,19.0007508441,Cincinnati,Mt St Mary's,2017
2017_1153_1292,0.693050546142,5.34840971257,Cincinnati,MTSU,2017
2017_1153_1297,0.94036266099,16.5146194334,Cincinnati,N Kentucky,2017
2017_1153_1300,0.933946536096,15.9635746438,Cincinnati,NC Central,2017
2017_1153_1305,0.74454230121,6.96928324714,Cincinnati,Nevada,2017
2017_1153_1308,0.820429772874,9.72122828388,Cincinnati,New Mexico St,2017
2017_1153_1309,0.938192322418,16.3232609767,Cincinnati,New Orleans,2017
2017_1153_1314,0.45119209159,-1.30022263516,Cincinnati,North Carolina,2017
2017_1153_1315,0.945253941012,16.9668065939,Cincinnati,North Dakota,2017
2017_1153_1321,0.684080942017,5.07941187881,Cincinnati,Northwestern,2017
2017_1153_1323,0.544009957797,1.1718565856,Cincinnati,Notre Dame,2017
2017_1153_1329,0.515473409763,0.411277285304,Cincinnati,Oklahoma St,2017
2017_1153_1332,0.416858354816,-2.22555931306,Cincinnati,Oregon,2017
2017_1153_1343,0.80911656733,9.27218007839,Cincinnati,Princeton,2017
2017_1153_1344,0.812831809104,9.4177813115,Cincinnati,Providence,2017
2017_1153_1345,0.523511708868,0.625137573477,Cincinnati,Purdue,2017
2017_1153_1348,0.712480469867,5.94344654213,Cincinnati,Rhode Island,2017
2017_1153_1355,0.946274490798,17.0651467066,Cincinnati,S Dakota St,2017
2017_1153_1371,0.798211032553,8.85452803052,Cincinnati,Seton Hall,2017
2017_1153_1374,0.479027565019,-0.557556401051,Cincinnati,SMU,2017
2017_1153_1376,0.675090004564,4.81301734505,Cincinnati,South Carolina,2017
2017_1153_1388,0.542609569748,1.13442332079,Cincinnati,St Mary's CA,2017
2017_1153_1407,0.917907966149,14.7475387518,Cincinnati,Troy,2017
