Team,PtDiff,Offense,Defense,Pace,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
James Madison,65,46,66,43,66,69,58,32,46,38,20,53,53
Kansas,90,79,78,52,61,74,56,57,47,71,55,58,59
Kansas St,71,50,74,47,22,46,80,36,60,57,65,65,54
Kennesaw,40,41,41,51,33,35,50,40,51,37,55,46,42
Kent,53,47,51,51,26,47,73,46,49,32,31,65,59
Kentucky,85,76,73,54,45,58,69,81,35,62,40,60,48
La Salle,40,32,51,38,66,32,40,41,56,44,59,32,59
Lafayette,30,38,33,42,61,38,30,21,54,52,34,35,53
Lamar,31,44,31,56,38,36,71,43,68,41,55,67,29
Lehigh,49,46,51,43,55,48,46,37,60,64,49,36,72
Liberty,35,21,57,22,66,27,16,8,60,46,29,5,46
Lipscomb,39,55,31,55,71,50,41,32,66,66,50,50,45
Long Beach St,62,59,54,51,60,57,55,33,53,66,52,64,55
Long Island,37,50,32,60,33,44,67,31,59,47,65,67,41
Longwood,33,41,37,48,45,44,54,28,65,40,44,44,46
Louisiana Tech,55,57,49,55,39,53,54,51,47,42,54,67,57
Louisville,84,61,87,57,36,59,76,67,47,51,64,45,57
Loy Marymount,45,44,50,60,48,36,59,34,49,65,54,30,42
Loyola MD,36,37,45,41,29,40,57,41,56,32,31,52,43
Loyola-Chicago,47,28,67,31,36,31,33,33,51,37,33,25,63
LSU,65,69,50,57,36,61,53,37,44,70,73,75,60
MA Lowell,33,50,21,45,61,39,35,26,81,54,49,46,40
Maine,28,52,16,67,51,39,57,34,85,57,64,52,41
Manhattan,43,35,51,23,57,28,23,25,69,54,64,48,37
Marist,35,41,35,41,63,37,33,31,48,31,16,43,52
Marquette,61,56,58,43,32,55,40,52,65,66,60,54,75
Marshall,55,77,27,79,76,59,52,42,56,74,54,46,44
Maryland,79,66,74,39,60,66,44,74,59,60,43,48,70
Massachusetts,52,50,49,53,47,55,44,48,52,51,50,52,42
McNeese St,30,33,38,52,41,41,52,55,43,24,33,49,50
MD E Shore,33,33,43,31,35,30,49,26,80,38,44,49,36
Memphis,65,63,57,66,29,68,68,71,51,56,56,79,44
Mercer,51,35,63,46,39,46,69,19,43,54,29,25,62
Miami FL,83,65,76,39,46,60,52,54,34,50,46,71,79
Miami OH,44,24,62,34,27,33,48,28,53,22,53,46,58
Michigan,69,59,69,42,76,51,29,29,29,60,37,29,79
Michigan St,87,75,77,56,70,81,66,74,46,98,24,37,61
Minnesota,48,41,55,46,34,52,49,53,47,38,40,60,55
Mississippi,65,60,58,56,56,51,73,44,44,50,67,66,50
Mississippi St,64,60,58,61,46,53,49,59,51,57,52,30,61
Missouri,52,46,55,43,26,62,41,33,47,37,38,54,47
Missouri KC,42,41,49,40,46,41,58,42,60,32,39,46,35
Missouri St,43,38,48,48,27,49,57,52,56,47,46,60,59
Monmouth NJ,69,65,54,57,60,68,47,52,55,39,66,67,43
Montana,56,42,63,31,47,47,42,27,53,45,27,43,45
Montana St,42,52,37,66,72,44,73,22,50,42,22,35,35
Morehead St,58,38,65,52,29,26,89,29,52,45,63,45,31
Morgan St,36,34,43,63,25,33,62,21,41,32,48,48,51
MS Valley St,27,29,35,65,21,41,58,26,53,24,53,36,50
Mt St Mary's,42,31,54,53,49,21,41,48,48,30,61,36,52
MTSU,59,43,66,44,55,59,49,46,46,46,47,46,40
Murray St,51,37,61,38,48,33,44,21,42,51,40,33,54
N Colorado,33,45,32,36,40,39,52,28,70,20,33,60,28
N Dakota St,56,31,70,35,40,52,35,45,35,25,40,37,63
N Illinois,54,40,61,44,44,55,69,45,60,45,59,62,46
N Kentucky,41,39,51,46,55,45,45,30,55,52,26,27,40
Navy,48,29,67,26,16,42,55,44,62,45,37,61,51
NC A&T,29,26,39,45,31,37,52,22,60,17,31,46,34
NC Central,33,29,48,40,32,35,59,13,59,31,37,51,54
NC State,65,61,59,58,37,63,82,62,37,37,23,72,74
NE Omaha,56,73,31,67,32,47,47,32,57,59,85,70,43
Nebraska,62,53,64,51,42,49,56,50,47,37,64,43,48
Nevada,55,46,61,59,15,70,68,71,57,35,53,70,45
New Hampshire,47,38,50,49,41,58,60,14,43,32,5,55,58
New Mexico,61,62,52,35,36,66,43,55,80,62,38,76,52
New Mexico St,61,39,73,38,17,70,62,60,65,44,14,47,75
New Orleans,33,43,34,62,17,33,79,34,66,43,62,74,38
Niagara,33,22,54,39,25,41,60,41,71,24,30,39,56
Nicholls St,31,26,42,35,32,39,38,59,69,36,46,51,49
NJIT,49,47,48,41,64,48,36,23,61,64,48,49,48
Norfolk St,45,50,41,41,46,35,56,64,46,39,44,66,41
North Carolina,89,85,67,76,29,74,85,68,40,88,58,62,68
North Dakota,47,46,50,46,36,60,34,28,69,42,62,55,46
North Florida,53,67,34,57,89,48,28,68,35,64,25,29,68
North Texas,35,43,38,45,23,38,58,39,67,25,47,72,37
Northeastern,59,43,63,29,69,46,41,37,51,62,40,50,83
Northern Arizona,26,31,34,47,47,46,37,17,60,40,44,45,58
Northern Iowa,64,41,75,25,60,47,16,34,22,45,37,29,93
Northwestern,65,47,75,46,62,56,53,48,33,69,15,22,61
Northwestern LA,32,56,23,61,42,29,46,40,60,54,44,47,49
Notre Dame,74,66,65,46,53,61,57,57,26,53,38,51,78
Oakland,64,78,38,71,71,64,69,42,39,66,44,70,52
Ohio,59,63,47,50,59,61,36,50,45,50,23,42,59
Ohio St,67,49,69,44,38,64,58,78,60,35,39,48,63
Oklahoma,85,77,70,63,82,77,59,69,46,63,56,48,79
Oklahoma St,62,41,75,34,37,58,48,53,45,42,39,48,52
Old Dominion,61,32,78,51,11,50,77,55,22,43,39,33,64
Oral Roberts,51,55,47,45,33,52,46,55,46,43,32,54,58
Oregon,83,73,69,51,46,55,66,78,44,58,63,69,73
Oregon St,68,56,68,44,45,56,56,47,46,58,61,61,56
Pacific,42,37,55,31,40,51,46,27,66,40,20,51,26
Penn,43,37,51,43,50,49,47,28,60,50,28,39,62
Penn St,55,39,66,43,44,50,54,66,42,25,35,47,43
Pepperdine,56,48,60,46,19,56,56,33,46,57,40,60,60
Pittsburgh,73,61,72,48,41,56,72,46,44,69,30,55,73
Portland,46,61,36,69,66,44,67,53,59,46,47,40,35
Portland St,40,53,34,61,22,43,50,44,64,71,73,42,61
Prairie View,27,22,46,49,15,17,61,31,71,15,68,47,31
Presbyterian,30,23,49,34,21,35,37,18,67,25,47,36,47
Princeton,67,63,62,47,76,57,42,45,43,62,53,49,71
Providence,70,56,69,54,46,54,65,54,40,62,47,61,79
Purdue,83,67,78,50,54,81,63,63,53,78,24,54,72
Quinnipiac,35,26,55,68,56,56,91,56,79,36,22,30,46
Radford,46,39,52,58,48,37,69,58,53,42,39,23,60
Rhode Island,65,43,74,39,45,47,52,67,41,39,38,49,54
Rice,38,53,30,42,44,33,39,30,56,42,45,60,52
Richmond,63,61,52,48,53,45,31,26,31,72,54,48,56
Rider,44,27,64,31,41,47,41,47,53,41,38,37,66
Robert Morris,35,25,52,37,29,32,40,52,63,41,76,46,59
Rutgers,40,37,42,49,24,54,44,48,63,37,43,46,63
S Carolina St,40,44,40,52,26,35,44,35,36,39,27,41,49
S Dakota St,68,60,61,48,58,62,60,25,43,38,25,62,44
S Illinois,55,51,52,50,39,41,65,20,62,35,54,59,43
Sacred Heart,36,47,32,53,34,42,66,30,67,36,47,62,38
Sam Houston St,48,39,52,52,51,48,52,16,34,61,32,45,44
Samford,46,45,48,40,25,31,51,36,52,41,53,58,36
San Diego,38,24,59,33,39,46,44,49,71,34,24,34,42
San Diego St,71,41,88,36,31,64,66,74,53,30,33,67,75
San Francisco,47,56,41,57,54,56,72,33,61,37,33,56,47
San Jose St,40,37,49,43,38,54,53,50,64,54,33,60,33
Santa Barbara,62,49,67,53,51,66,52,35,48,62,45,28,49
Santa Clara,42,35,54,38,52,49,34,31,46,38,19,35,48
Savannah St,34,11,57,25,30,28,35,28,70,13,43,41,51
SC Upstate,30,34,36,44,42,40,60,32,65,50,23,33,49
SE Louisiana,33,35,40,42,45,35,49,33,65,47,42,43,45
SE Missouri St,24,28,33,57,20,44,63,18,66,34,61,51,62
Seattle,37,23,58,29,36,45,51,14,86,35,35,31,59
Seton Hall,77,61,71,54,33,68,76,70,57,53,59,69,65
SF Austin,68,58,71,53,53,30,56,42,49,73,68,39,59
Siena,60,59,52,46,41,58,68,56,82,50,41,63,43
SMU,80,67,75,49,39,62,79,62,57,80,41,44,71
South Alabama,40,36,52,50,31,47,62,50,65,27,55,53,47
South Carolina,73,61,67,56,34,63,79,60,65,48,55,71,53
South Dakota,46,55,37,60,43,40,37,41,44,66,49,35,44
South Florida,42,33,57,39,9,63,69,67,75,23,20,47,51
Southern Miss,33,20,59,20,62,33,25,25,56,35,31,32,56
Southern Univ,46,43,49,56,31,42,50,39,36,19,60,54,45
Southern Utah,27,37,29,36,43,27,33,32,62,33,32,42,40
St Bonaventure,67,62,55,49,61,45,58,57,46,47,47,61,49
St Francis NY,40,24,56,39,50,37,59,65,56,28,38,45,54
St Francis PA,37,33,44,39,49,41,56,37,48,31,18,55,65
St John's,45,41,49,51,40,55,55,75,75,42,44,62,40
St Joseph's PA,73,67,61,64,51,72,51,42,29,65,36,61,80
St Louis,45,35,56,37,40,51,28,22,63,49,41,45,48
St Mary's CA,75,54,79,32,67,60,37,41,31,70,26,12,83
St Peter's,48,24,67,32,40,53,44,34,57,33,31,36,69
Stanford,61,48,70,30,30,47,54,38,47,40,53,78,58
Stetson,37,51,31,51,53,40,34,25,49,45,36,49,58
Stony Brook,64,50,68,49,40,58,64,59,47,67,39,43,82
Syracuse,73,50,79,40,65,52,66,55,48,57,71,51,76
TAM C. Christi,54,46,54,54,37,34,61,57,44,39,84,53,38
TCU,55,44,63,44,31,48,55,51,58,42,50,69,50
Temple,65,44,70,58,53,61,55,44,22,52,31,34,73
Tennessee,62,62,54,66,54,56,68,67,36,58,38,50,52
Tennessee St,54,41,59,40,26,48,52,43,59,18,64,54,44
Tennessee Tech,50,56,40,44,60,58,39,46,45,49,33,64,54
Texas,75,52,77,50,44,53,54,56,21,39,32,53,61
Texas A&M,81,60,80,56,54,59,67,57,41,76,59,54,72
Texas St,46,25,68,37,10,29,54,35,37,34,48,41,66
Texas Tech,71,57,70,43,31,51,53,56,38,49,44,65,67
TN Martin,46,40,49,42,48,49,48,18,52,32,33,41,66
Toledo,57,57,52,55,57,58,43,23,39,65,35,40,74
Towson,56,44,60,45,33,43,88,57,50,31,37,70,56
Troy,37,37,44,55,35,45,59,32,41,29,42,55,57
Tulane,45,34,62,52,34,54,64,48,59,28,41,35,52
Tulsa,69,59,62,46,41,55,47,35,36,52,50,67,59
UTRGV,23,28,34,41,43,44,29,37,50,55,23,28,58
TX Southern,51,49,47,50,45,49,68,38,52,54,23,59,80
UAB,60,55,58,53,48,55,58,82,52,77,46,40,64
UC Davis,42,22,68,27,27,47,36,10,69,29,44,30,67
UC Irvine,66,47,70,40,33,66,53,64,53,63,42,52,56
UC Riverside,44,37,55,39,49,48,46,31,60,37,34,41,53
UCF,50,43,59,38,43,68,55,61,76,42,22,50,72
UCLA,67,67,56,63,38,74,65,48,49,74,39,48,67
ULL,58,64,49,66,32,55,84,47,51,44,58,74,52
ULM,57,44,63,51,34,47,56,37,37,55,38,32,65
UMBC,30,42,30,36,44,35,34,13,51,42,50,66,54
UNC Asheville,59,52,58,51,30,49,63,41,60,37,76,61,53
UNC Greensboro,44,42,50,57,66,42,48,22,44,51,42,20,49
UNC Wilmington,67,61,54,63,50,52,73,51,44,46,58,60,25
UNLV,60,59,57,55,44,64,55,69,68,60,60,70,47
USC,73,71,58,63,54,73,67,73,51,63,44,60,72
UT Arlington,63,65,55,79,59,68,87,32,55,78,63,59,40
UT San Antonio,26,44,24,54,41,36,48,30,57,31,48,59,30
Utah,76,63,73,35,52,73,43,59,49,62,37,55,92
Utah St,56,53,54,44,62,52,50,30,52,61,33,43,70
Utah Valley,36,51,31,62,58,64,37,41,59,53,36,49,39
UTEP,46,51,42,47,39,57,34,47,57,60,36,59,46
VA Commonwealth,75,63,68,67,53,48,73,54,44,56,75,49,57
Valparaiso,73,49,78,51,60,68,75,59,58,47,56,45,51
Vanderbilt,78,64,76,44,64,77,42,75,37,67,25,57,60
Vermont,54,50,54,32,47,56,36,53,58,48,28,53,54
Villanova,89,67,83,43,63,66,44,50,34,74,52,47,76
Virginia,90,54,94,29,37,48,41,43,22,64,39,41,81
Virginia Tech,65,60,62,37,33,51,53,50,54,41,36,86,61
VMI,32,32,41,64,66,28,51,44,48,29,50,13,42
W Carolina,49,42,51,50,47,36,61,36,56,43,67,54,33
W Illinois,45,40,51,47,47,57,35,36,48,48,39,36,36
WKU,50,51,49,39,40,53,58,48,61,45,16,55,65
W Michigan,50,46,51,42,29,53,60,34,52,33,36,70,50
Wagner,49,29,65,51,35,46,71,51,54,41,51,34,41
Wake Forest,57,60,49,47,36,67,67,64,74,56,48,83,49
Washington,68,79,47,73,51,63,80,87,72,59,61,87,34
Washington St,50,47,53,34,30,64,29,61,73,51,24,43,54
Weber St,59,43,64,23,53,67,33,39,66,40,19,56,66
West Virginia,86,73,78,59,35,47,93,35,62,68,86,90,31
WI Green Bay,58,73,39,79,51,53,74,59,46,53,80,72,46
WI Milwaukee,59,56,56,46,72,48,44,21,33,64,22,46,68
Wichita St,77,58,81,51,52,56,64,44,27,60,56,59,49
William & Mary,66,62,55,44,59,71,38,47,38,72,41,57,76
Winthrop,54,67,36,54,62,59,39,72,56,31,34,62,50
Wisconsin,73,46,84,35,42,48,60,46,35,38,44,61,64
Wofford,49,42,55,33,61,35,35,11,41,59,35,41,45
Wright St,55,34,68,33,51,43,18,15,37,45,40,27,42
Wyoming,50,43,58,16,76,48,10,31,41,42,14,59,54
Xavier,82,80,63,59,54,77,75,44,52,78,58,85,60
Yale,70,51,74,35,41,62,74,54,62,64,35,76,62
Youngstown St,38,53,30,65,60,45,39,25,42,51,41,33,50
