Team,PtDiff,Offense,Defense,Pace,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
E Illinois,36.65,41.21,51.5,82.12,68.86,40.17,70.29,56.85,46.85,65.41,60.67,24.78,45.22
E Kentucky,27.13,35.31,43.39,43.71,49.36,32.41,35.11,54.84,59.77,53.54,45.77,47.56,42.94
E Michigan,53.28,58.94,54.08,72.44,34.23,31.38,79.62,67.25,41.06,58.76,87.62,68.22,24.0
E Washington,44.58,58.39,43.78,42.1,53.11,53.26,32.61,74.46,47.11,39.83,21.71,48.4,52.91
East Carolina,46.56,24.88,78.22,31.64,26.07,76.19,63.74,90.88,75.46,44.52,35.01,62.48,79.46
Edwardsville,15.01,29.62,34.29,51.16,12.87,38.44,73.76,35.16,65.93,25.2,32.63,83.18,22.39
Elon,57.44,51.98,62.98,58.69,84.71,85.32,35.85,25.32,45.61,66.3,32.2,42.09,80.67
ETSU,79.64,70.41,71.49,43.34,55.95,61.47,45.36,79.97,78.51,69.41,85.5,70.87,42.27
Evansville,51.0,44.62,70.31,23.81,8.77,49.19,32.94,40.01,39.69,60.12,39.92,76.17,40.59
F Dickinson,29.16,56.68,27.58,57.93,45.4,29.27,40.82,22.71,49.86,50.28,60.34,60.69,28.21
Fairfield,41.52,43.46,54.32,64.97,77.21,72.7,29.88,34.62,55.1,69.09,39.54,27.47,62.82
FL Atlantic,26.09,37.23,40.02,71.86,35.93,50.75,57.94,47.13,43.6,36.33,38.23,47.44,51.84
FL Gulf Coast,66.06,57.34,67.3,46.5,33.22,57.13,61.93,51.59,55.4,54.96,33.47,44.12,59.59
Florida,96.25,87.96,89.99,64.58,66.11,74.05,68.15,90.74,34.95,68.4,84.9,81.81,74.64
Florida A&M,5.68,27.78,16.49,58.74,24.06,32.89,34.82,45.9,56.33,27.87,46.7,63.63,54.49
Florida Intl,23.91,31.96,46.24,39.82,22.5,31.07,48.14,28.27,54.54,28.34,42.73,27.4,56.77
Florida St,92.55,91.78,74.42,76.56,48.63,74.11,68.73,90.82,39.89,73.09,78.21,80.54,49.95
Fordham,43.96,19.52,79.02,32.02,69.55,16.43,24.17,38.44,55.1,49.58,94.34,17.97,56.62
Fresno St,68.25,56.74,68.37,30.33,36.63,62.09,41.62,55.13,62.63,43.46,83.95,75.13,38.63
Furman,66.56,54.74,72.22,36.76,80.01,54.88,31.54,26.82,48.28,68.47,59.37,35.16,60.26
G Washington,57.45,54.69,62.72,39.8,68.72,64.21,63.06,65.55,56.57,57.02,40.78,58.73,82.07
Ga Southern,54.25,66.46,44.53,48.51,78.25,58.43,39.09,49.07,42.16,26.42,64.8,72.76,51.99
Gardner Webb,46.25,60.0,48.12,42.3,33.86,59.61,53.49,59.32,69.41,63.05,78.3,84.62,32.69
George Mason,61.93,67.35,57.03,58.3,27.83,81.64,61.69,32.78,49.46,39.17,34.56,67.45,75.43
Georgetown,74.3,70.76,72.63,29.97,40.78,73.9,42.05,81.14,62.23,76.38,40.86,76.72,50.64
Georgia,80.02,65.02,78.6,38.32,19.77,81.03,46.84,74.82,44.66,65.31,48.92,72.83,72.22
Georgia St,58.97,53.18,61.32,56.13,53.6,48.74,49.46,71.4,65.21,42.44,71.51,41.83,52.25
Georgia Tech,70.79,36.63,89.37,37.71,13.23,74.7,43.18,94.3,68.24,80.41,62.09,58.67,82.94
Gonzaga,96.85,92.77,89.1,63.96,59.4,92.53,47.17,69.34,50.03,84.78,72.66,64.46,78.29
Grambling,14.17,22.16,31.65,53.08,20.04,7.91,70.11,25.3,63.89,21.3,87.69,55.92,41.06
Grand Canyon,52.04,43.76,63.33,54.38,37.0,59.86,52.99,32.19,51.58,45.92,72.65,67.19,71.24
Hampton,18.02,23.87,47.42,54.71,33.57,32.4,55.82,58.01,65.86,28.13,26.82,45.55,35.29
Hartford,10.17,24.91,30.04,44.04,68.93,32.98,41.87,48.84,77.83,34.69,65.92,42.21,50.63
Harvard,65.91,55.8,69.91,42.53,68.79,60.21,43.79,71.04,64.47,70.06,47.44,44.43,40.52
Hawaii,27.38,24.32,57.9,34.54,42.54,25.58,37.95,16.7,76.3,50.71,21.78,41.95,55.54
High Point,29.32,28.63,52.88,30.44,35.69,37.64,39.49,41.48,57.37,38.74,42.05,49.23,64.31
Hofstra,45.89,70.53,32.89,70.09,80.54,45.05,70.98,22.64,27.64,55.89,28.39,67.42,79.19
Holy Cross,41.73,13.9,83.09,8.97,64.02,8.78,10.51,25.97,24.56,64.79,87.15,29.72,85.61
Houston,80.82,70.45,83.69,64.15,65.87,54.88,62.88,62.54,20.36,48.27,36.34,39.63,64.58
Houston Bap,40.56,69.43,28.01,74.31,30.57,46.55,80.04,27.43,61.66,64.85,51.75,68.38,52.58
Howard,8.94,16.14,40.44,38.38,15.91,38.18,65.34,57.15,72.74,12.83,40.38,72.34,60.04
Idaho,33.91,36.38,56.58,38.83,46.46,52.44,55.09,27.97,55.63,47.13,22.18,68.1,35.19
Idaho St,11.15,35.04,20.84,35.2,58.41,22.89,22.17,29.1,67.0,28.9,69.98,54.95,65.04
IL Chicago,32.73,58.73,28.53,55.86,56.09,64.78,70.69,73.75,86.42,55.37,33.69,67.67,49.38
Illinois,77.0,60.18,82.97,43.59,56.95,61.91,41.91,27.72,45.48,63.3,42.04,50.86,83.2
Illinois St,84.07,48.31,90.39,45.87,66.07,74.91,52.35,71.8,44.84,67.85,74.95,40.05,73.99
Incarnate Word,17.59,59.86,13.67,50.12,57.51,51.02,22.74,73.53,48.64,38.85,34.05,78.13,42.74
Indiana,81.7,84.14,69.52,57.26,73.91,73.45,74.84,81.21,75.4,70.85,55.13,60.99,49.84
Indiana St,41.57,43.87,56.17,67.32,61.14,71.57,29.53,67.91,40.64,58.93,63.14,45.35,32.08
Iona,60.6,77.97,40.75,78.97,91.36,63.68,42.65,41.06,45.26,82.39,67.1,44.51,58.54
Iowa,75.41,85.05,55.06,69.17,66.27,70.93,68.82,65.74,65.41,90.45,73.66,75.45,77.77
Iowa St,90.42,85.33,80.5,78.24,86.09,57.56,36.28,59.63,11.15,84.64,83.85,37.69,86.98
IPFW,55.97,79.31,33.82,81.81,82.02,60.55,42.42,60.43,62.99,81.6,77.01,26.66,65.4
IUPUI,42.2,69.72,32.59,71.32,71.01,31.29,60.09,38.87,39.35,66.04,64.91,62.11,46.77
Jackson St,15.91,13.09,56.6,53.38,36.32,23.46,75.1,34.67,39.23,20.17,47.52,42.53,30.66
Jacksonville,24.8,45.16,32.97,31.48,82.81,23.74,30.71,13.03,62.55,42.42,75.01,49.11,51.66
Jacksonville St,50.19,37.73,68.1,32.01,49.12,58.85,52.87,62.38,59.09,66.15,27.55,42.89,61.39
James Madison,34.78,20.86,73.33,15.44,39.86,49.27,47.26,35.09,72.48,37.01,49.86,44.39,60.27
Kansas,96.46,95.77,79.05,80.08,75.96,84.95,77.95,83.32,41.55,91.23,78.11,71.56,76.56
Kansas St,86.16,66.04,84.88,38.11,54.26,45.19,43.55,65.99,45.43,83.73,88.91,66.28,77.6
Kennesaw,31.97,56.95,29.37,68.04,38.22,47.37,53.39,36.96,63.67,75.93,31.92,39.92,48.25
Kent,53.67,55.21,60.2,84.84,45.54,46.53,88.88,56.64,56.11,42.61,49.65,51.34,59.41
Kentucky,96.57,96.02,74.76,83.43,50.9,87.61,77.45,93.17,38.21,84.98,57.98,88.45,62.14
La Salle,56.69,74.6,40.91,40.58,77.93,48.35,27.36,25.04,52.12,65.48,63.35,55.83,66.42
Lafayette,14.38,30.81,24.25,48.98,59.45,48.8,18.86,34.37,67.36,53.18,26.06,32.15,64.34
Lamar,36.06,47.73,42.76,57.49,49.1,32.44,64.47,38.08,49.14,50.53,65.0,60.7,48.89
Lehigh,64.35,71.73,53.48,47.17,79.15,64.96,19.93,38.83,61.21,76.8,62.1,38.25,73.3
Liberty,36.09,19.0,75.9,10.32,76.65,24.95,4.29,16.48,26.77,45.2,45.08,34.56,53.22
Lipscomb,50.85,81.14,22.75,64.75,85.33,58.89,49.58,49.77,81.94,89.68,61.05,71.27,21.27
Long Beach St,33.83,58.83,32.22,64.05,37.78,40.32,68.25,40.15,71.83,65.34,40.78,67.53,46.47
Long Island,28.93,34.17,50.47,48.97,32.0,41.37,76.7,38.69,69.67,25.8,38.3,62.17,54.47
Longwood,5.63,26.65,13.02,42.14,33.98,32.74,18.05,69.05,84.03,28.54,41.4,27.73,54.77
Louisiana Tech,71.67,70.52,66.64,69.66,63.37,65.18,49.88,89.6,45.78,86.75,59.84,48.96,81.85
Louisville,95.42,84.59,92.32,76.38,56.11,83.22,84.8,86.66,34.21,66.0,74.35,71.22,54.84
Loy Marymount,50.2,44.32,62.85,51.16,53.81,31.8,60.79,62.94,73.34,71.32,74.05,39.25,45.39
Loyola MD,33.52,24.88,64.39,29.36,22.43,15.57,72.91,47.19,72.9,37.81,63.87,69.09,55.54
Loyola-Chicago,68.71,53.73,73.04,27.51,58.13,36.28,9.77,27.22,38.27,70.12,62.99,35.0,74.08
LSU,52.5,82.4,29.18,81.6,39.6,59.24,62.98,70.31,67.84,67.54,65.01,47.01,47.97
MA Lowell,22.31,70.03,14.62,63.6,68.1,39.3,38.9,15.05,81.61,82.35,38.32,42.83,32.04
Maine,10.25,21.65,33.65,56.51,42.71,51.73,51.05,15.89,60.51,40.32,32.57,39.64,54.3
Manhattan,24.57,36.62,42.22,36.1,48.29,33.36,51.9,48.2,79.23,27.22,67.78,69.51,15.33
Marist,18.63,36.31,30.69,31.65,67.06,40.0,17.98,29.37,44.06,30.97,28.75,57.15,44.68
Marquette,85.94,92.5,55.16,69.56,93.24,64.13,33.35,66.6,41.61,90.35,74.19,47.96,59.72
Marshall,52.2,93.29,11.02,89.78,85.5,75.03,47.05,71.62,53.93,86.56,54.93,83.83,45.48
Maryland,84.62,74.77,78.9,39.58,77.43,67.48,53.34,82.4,54.88,75.93,36.09,73.1,74.65
Massachusetts,54.13,57.13,54.33,69.59,48.81,64.64,53.52,80.78,79.06,83.04,80.06,52.49,28.21
McNeese St,16.3,32.72,28.54,56.26,36.39,50.36,42.4,50.41,60.07,19.63,32.25,56.35,43.12
MD E Shore,18.43,39.38,28.45,61.71,56.1,27.53,43.74,35.7,55.32,52.11,43.26,50.87,39.72
Memphis,69.49,63.93,66.78,64.18,18.15,55.07,61.57,81.74,35.49,77.76,64.42,69.57,65.43
Mercer,56.1,37.73,71.25,32.11,57.46,51.7,62.04,32.38,34.23,55.93,16.01,35.49,61.09
Miami FL,85.89,54.71,93.56,34.54,41.91,70.18,60.92,68.59,50.33,51.75,64.8,55.8,85.53
Miami OH,21.47,29.76,46.0,37.07,32.58,36.68,36.03,62.1,75.59,28.59,69.59,57.36,42.18
Michigan,86.96,71.56,89.11,22.87,82.41,34.53,21.16,46.53,16.12,66.77,43.95,41.66,88.01
Michigan St,81.54,66.09,82.32,26.62,66.9,84.25,37.69,85.82,73.09,92.44,29.26,56.87,63.91
Minnesota,88.55,76.39,83.11,65.3,38.49,89.4,59.45,96.11,37.13,83.37,50.88,77.86,81.92
Mississippi,71.78,83.48,53.06,66.09,59.34,77.66,73.9,79.63,65.66,61.18,68.85,81.69,52.36
Mississippi St,64.72,62.29,65.92,57.28,54.25,65.69,41.54,76.01,58.85,47.91,72.76,45.51,60.46
Missouri,43.2,45.71,68.1,63.57,37.74,67.75,57.38,35.18,40.88,46.3,63.21,68.18,53.37
Missouri KC,36.53,62.43,31.93,54.28,75.27,37.11,36.94,32.9,60.33,44.48,62.48,61.99,32.49
Missouri St,55.2,55.19,61.39,52.63,58.48,45.57,64.25,62.87,40.8,39.37,38.46,52.49,68.15
Monmouth NJ,75.45,80.95,56.44,79.46,80.17,73.81,61.12,78.58,49.83,46.0,69.01,75.23,45.98
Montana,44.04,49.97,51.42,48.02,43.08,41.03,41.53,44.67,36.94,50.59,44.95,49.34,35.96
Montana St,34.4,57.14,35.6,60.55,77.98,44.77,46.84,23.49,47.15,43.66,43.51,62.77,24.54
Morehead St,41.47,62.7,35.14,79.0,49.76,37.66,81.53,43.72,54.77,78.16,50.5,33.43,41.47
Morgan St,16.17,16.55,50.47,67.32,12.74,33.29,84.26,42.62,64.84,15.1,43.97,61.76,39.13
MS Valley St,7.89,39.56,9.72,78.61,20.78,25.88,68.4,24.94,58.93,39.41,67.21,50.68,39.3
Mt St Mary's,37.94,36.19,62.63,38.64,52.71,23.68,17.75,59.93,48.32,34.81,58.1,39.87,65.26
MTSU,83.83,52.76,86.73,52.88,37.11,54.83,46.76,40.77,31.26,71.22,65.69,30.55,61.73
Murray St,43.04,66.31,34.58,80.04,67.86,48.46,75.68,20.8,35.73,54.03,45.69,52.17,45.37
N Colorado,22.02,34.73,42.52,44.37,68.21,58.52,50.94,29.26,72.58,59.59,34.49,49.49,60.4
N Dakota St,48.82,47.43,62.53,34.34,54.83,63.28,26.55,61.51,37.58,37.46,53.69,65.23,74.14
N Illinois,38.64,28.93,65.91,42.91,13.58,47.44,69.62,26.88,66.19,21.05,53.77,64.79,53.81
N Kentucky,54.27,59.49,50.8,49.6,77.7,59.75,65.25,30.72,56.41,61.4,43.59,65.63,73.13
Navy,39.17,22.5,72.05,35.78,42.4,20.17,82.98,17.97,68.61,59.77,67.13,46.31,56.95
NC A&T,3.46,11.2,27.63,25.1,26.75,21.24,48.08,21.01,67.54,20.99,23.66,37.79,49.14
NC Central,53.14,42.12,64.82,46.98,42.62,55.47,46.02,48.94,54.39,49.43,48.31,45.94,79.08
NC State,65.53,83.71,42.44,66.27,52.78,67.44,50.54,77.6,56.36,74.72,38.52,62.43,69.31
NE Omaha,44.62,85.38,16.95,71.54,69.09,49.01,53.28,51.74,70.04,61.71,81.87,88.42,56.03
Nebraska,65.47,60.0,71.89,66.48,26.33,69.46,79.85,71.85,55.62,43.29,69.71,58.34,71.13
Nevada,80.51,83.26,60.08,63.47,83.02,81.93,65.98,74.27,42.8,86.91,32.85,80.87,81.41
New Hampshire,53.26,39.72,72.31,35.11,64.8,76.8,36.29,14.69,37.67,45.13,12.63,41.71,74.77
New Mexico,59.77,64.24,53.49,25.49,14.97,68.3,33.6,58.86,64.91,62.06,49.68,84.94,62.66
New Mexico St,69.31,66.91,61.1,53.94,48.97,60.17,73.65,50.85,60.66,55.77,22.66,69.49,56.49
New Orleans,49.53,33.72,70.48,22.49,5.9,34.72,68.96,50.08,85.65,77.32,68.86,68.73,69.06
Niagara,27.46,50.74,33.95,68.97,59.55,61.52,61.61,69.3,48.56,46.21,35.24,49.88,69.3
Nicholls St,18.49,49.53,20.82,47.93,64.64,26.23,47.18,89.52,67.99,57.07,67.46,57.43,63.78
NJIT,23.61,39.0,39.87,47.99,65.73,41.71,60.72,37.64,69.99,41.55,50.52,50.51,52.63
Norfolk St,24.86,24.97,47.13,41.71,32.59,53.28,42.52,84.68,65.49,20.43,38.44,62.48,41.67
North Carolina,95.85,95.68,75.52,93.43,61.38,90.5,93.91,64.33,40.85,96.87,66.42,76.05,75.63
North Dakota,47.7,63.22,44.82,57.57,32.51,50.9,33.62,40.32,64.19,67.99,76.33,61.58,50.12
North Florida,30.04,54.57,29.53,58.25,72.83,61.66,71.95,69.85,83.36,47.34,30.13,50.82,49.59
North Texas,14.75,33.18,31.86,62.94,29.04,50.0,49.53,40.76,61.13,28.85,59.25,55.42,49.62
Northeastern,56.46,56.67,57.79,28.75,72.8,61.24,33.53,57.94,55.29,63.52,46.43,58.46,77.04
Northern Arizona,14.36,30.42,29.83,68.54,52.89,54.95,74.61,18.81,74.86,62.91,23.97,46.7,65.84
Northern Iowa,48.91,21.94,87.86,15.75,48.11,35.68,8.42,38.32,28.14,22.27,62.76,40.59,91.83
Northwestern,84.69,60.87,90.48,65.16,55.5,73.57,61.27,86.58,23.71,83.4,36.0,50.97,58.09
Northwestern LA,20.93,53.53,20.96,52.93,40.24,38.32,56.44,34.11,76.94,60.99,61.9,73.6,42.52
Notre Dame,89.88,87.49,78.06,70.47,79.86,67.81,38.74,67.13,17.38,86.27,72.55,41.17,84.73
Oakland,66.54,67.02,58.19,65.39,45.96,75.67,53.02,72.96,63.56,78.02,77.89,72.37,73.72
Ohio,69.63,70.38,62.0,70.07,80.45,77.92,39.83,39.86,48.36,58.15,38.56,46.83,62.68
Ohio St,74.83,69.66,70.28,38.42,46.18,80.16,45.37,65.34,60.23,68.12,36.8,68.83,75.39
Oklahoma,75.18,72.56,75.09,75.37,33.99,78.37,72.06,88.87,45.54,37.89,73.57,71.07,65.12
Oklahoma St,92.12,97.43,55.71,85.38,80.32,56.01,83.45,58.73,48.69,85.59,76.12,80.62,35.74
Old Dominion,59.91,16.9,91.51,38.07,16.38,49.47,81.84,82.73,33.3,59.06,54.18,47.4,65.25
Oral Roberts,32.51,59.6,30.13,69.71,41.84,59.0,35.65,47.68,39.51,65.84,38.18,47.64,67.33
Oregon,94.05,82.92,89.8,40.19,69.83,71.7,53.4,96.1,58.55,88.55,62.87,56.01,89.9
Oregon St,24.74,21.06,65.12,11.25,29.3,44.42,34.3,67.39,81.79,36.6,43.46,42.55,49.75
Pacific,35.06,32.68,61.55,51.2,26.69,64.59,65.6,21.12,51.02,40.17,18.79,56.86,38.32
Penn,50.1,42.04,68.1,50.38,75.02,56.6,41.72,59.14,54.69,70.1,54.13,30.44,64.08
Penn St,68.52,66.6,66.35,63.44,57.14,68.51,49.79,89.89,62.21,68.37,73.59,63.29,70.64
Pepperdine,23.43,45.08,27.05,62.56,35.64,45.8,47.48,31.9,57.66,66.88,38.71,35.2,70.6
Pittsburgh,75.05,67.82,74.2,28.48,65.27,73.82,37.91,57.5,33.45,70.94,18.73,71.35,86.11
Portland,29.59,33.7,54.96,25.46,39.79,50.24,31.31,52.05,64.84,22.6,29.91,51.06,66.31
Portland St,32.4,75.49,16.92,80.14,52.72,23.33,39.9,27.56,42.55,71.0,90.26,67.3,49.7
Prairie View,20.37,30.25,36.43,51.62,48.64,20.47,33.51,59.33,55.46,39.64,85.37,47.93,25.59
Presbyterian,4.14,7.27,31.31,23.31,33.02,18.55,41.71,29.75,76.41,39.12,23.44,22.18,55.85
Princeton,76.34,47.77,86.07,44.46,90.41,47.57,25.53,44.19,18.87,71.52,61.89,17.46,76.68
Providence,80.06,54.99,86.73,38.29,60.52,56.58,35.32,49.44,40.38,69.16,65.03,54.85,83.98
Purdue,94.49,89.58,84.09,54.73,77.48,87.8,45.24,38.59,57.71,94.44,38.46,60.4,90.56
Quinnipiac,23.9,65.95,16.11,88.22,58.32,49.79,84.59,45.02,69.69,64.54,45.59,59.6,33.17
Radford,24.7,15.2,63.78,40.1,55.89,48.32,74.1,62.26,71.4,36.6,26.11,26.48,74.54
Rhode Island,82.86,64.94,83.68,59.57,33.92,61.12,76.48,92.56,31.99,57.47,64.7,67.76,29.82
